"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.000367952117492006 7 8 "GO:0000028" "ribosomal small subunit assembly" 0.05
0 0.3730809147405 2 12 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 1
0 0.103423577683699 6 6 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of mitotic spindle localization" 0.902777777777778
0 0.128991230779433 3 16 "GO:0000165;GO:0035556;GO:0007165" "signal transduction" 0.892857142857143
0 0.00251875417737144 2 5 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.225
0 0.107492692316194 4 16 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.881578947368421
0 0.244770360017298 5 20 "GO:0000226;GO:0007010;GO:0007017" "microtubule-based process" 0.910344827586207
0 0.0213786340409399 4 8 "GO:0000387" "spliceosomal snRNP assembly" 0.455
0 0.00623094567323191 2 43 "GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380;GO:0016071" "mRNA metabolic process" 0.325
0 0.0392236095627162 2 8 "GO:0000413;GO:0018208;GO:0018193" "protein peptidyl-prolyl isomerization" 0.542857142857143
0 0.155135366525549 2 6 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.877083333333333
0 0.016973871028961 3 10 "GO:0000470" "maturation of LSU-rRNA" 0.45
0 0.0827388621469595 4 6 "GO:0001701;GO:0043009;GO:0009792;GO:0009790" "embryo development ending in birth or egg hatching" 0.829411764705882
0 0.408612430430071 7 12 "GO:0001732" "formation of cytoplasmic translation initiation complex" 1
0 0.0822724928425373 5 21 "GO:0002181;GO:0006412;GO:0034645;GO:0043043;GO:0009059;GO:0006518;GO:0043604;GO:0043603" "cellular macromolecule biosynthetic process" 0.86875
0 0.00530246900564506 5 22 "GO:0006364;GO:0016072;GO:0034470;GO:0034660" "ncRNA processing" 0.35
0 0.415036549348666 2 43 "GO:0006996" "organelle organization" 1
0 0.142126062758286 2 12 "GO:0007275" "multicellular organism development" 0.904545454545454
0 0.0328866855494824 2 22 "GO:0009056;GO:1901575" "catabolic process" 0.503846153846154
0 0.0188228172801793 2 15 "GO:0009057" "macromolecule catabolic process" 0.43125
0 0.0568919021585344 4 8 "GO:0009451" "RNA modification" 0.686666666666667
0 0.0138267134989314 4 52 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.408333333333333
0 0.218896065417431 1 25 "GO:0032501" "multicellular organismal process" 0.927777777777778
0 0.0301659336894701 3 38 "GO:0043412;GO:0006464;GO:0036211" "macromolecule modification" 0.5
0 0.0208066845415742 2 16 "GO:0044248" "cellular catabolic process" 0.472222222222222
0 0.122798529652405 2 25 "GO:0044249;GO:1901566;GO:1901576;GO:0009058;GO:0044271" "cellular biosynthetic process" 0.9075
