"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-899 0.024399024833174 2 22 "GO:0000002" "mitochondrial genome maintenance" 0.0766485763820546
-38 0.951214980890398 1 9 "GO:0000003" "reproduction" 0.968995827246574
-1175 0.018820635135006 2 14 "GO:0000012" "single strand break repair" 0.0624878217961194
98 0.828813548362943 2 17 "GO:0000018;GO:0051052" "regulation of DNA recombination" 0.911505222109674
567 0.391776886993679 3 8 "GO:0000019" "regulation of mitotic recombination" 0.599120795022497
-1732 0.0233924431589162 3 6 "GO:0000022;GO:0051231" "spindle elongation" 0.0749557256435544
-404 0.05609017935354 7 79 "GO:0000027" "ribosomal large subunit assembly" 0.148157392938896
-655 0.017892289383 2 46 "GO:0000028" "ribosomal small subunit assembly" 0.0603720474019935
-78 0.834820270345189 2 25 "GO:0000038" "very long-chain fatty acid metabolic process" 0.911505222109674
-1232 0.140920048911588 7 5 "GO:0000041" "transition metal ion transport" 0.302685767277065
-496 0.00851855673578674 3 100 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.0332477997971378
1110 0.00544842167586926 2 22 "GO:0000050;GO:0019627;GO:0071941" "nitrogen cycle metabolic process" 0.0226152740990446
-782 0.00762306759131796 6 41 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.0302035178049946
-563 0.202055736899663 2 18 "GO:0000055" "ribosomal large subunit export from nucleus" 0.394801946359517
-1568 0.0401329365749171 2 6 "GO:0000056" "ribosomal small subunit export from nucleus" 0.114780782610101
-283 0.295790127014426 4 48 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "chromosome segregation" 0.499026569124338
-972 0.0128043336461414 3 23 "GO:0000076" "DNA replication checkpoint" 0.0461839068753928
-729 0.0152890970173372 3 39 "GO:0000077" "DNA damage checkpoint" 0.0536657566447474
-444 0.0745535518765257 6 57 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.18479387503044
-304 0.119697741186658 4 93 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.267529566840266
-546 0.153504822743333 4 24 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.322421776284189
