target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	190.035	2	0.495026
TRINITY_DN21515_c0_g2_i1	205	100.413	0	0
TRINITY_DN21515_c0_g1_i1	449	333.725	8.49443	1.19723
TRINITY_DN21442_c1_g1_i1	203	98.6064	0	0
TRINITY_DN21442_c0_g1_i1	283	169.962	0	0
TRINITY_DN21452_c0_g1_i1	332	217.423	0	0
TRINITY_DN21452_c0_g1_i10	429	313.821	0	0
TRINITY_DN21452_c0_g1_i11	414	298.821	0	0
TRINITY_DN21452_c0_g1_i2	401	285.909	0	0
TRINITY_DN21452_c0_g1_i3	486	370.656	0	0
TRINITY_DN21452_c0_g1_i4	313	198.8	0	0
TRINITY_DN21452_c0_g1_i5	328	213.574	0	0
TRINITY_DN21452_c0_g1_i7	226	118.211	0	0
TRINITY_DN21452_c0_g1_i8	294	180.556	0	0
TRINITY_DN21452_c0_g1_i9	218	111.319	0	0
TRINITY_DN21452_c0_g2_i1	230	121.735	0	0
TRINITY_DN21452_c1_g1_i1	217	110.46	0	0
TRINITY_DN21478_c0_g1_i1	292	178.61	10.5548	2.77954
TRINITY_DN21478_c0_g1_i2	720	604.429	0	0
TRINITY_DN21520_c0_g1_i1	217	110.46	0	0
TRINITY_DN21482_c0_g1_i1	215	108.751	0	0
TRINITY_DN21438_c0_g1_i1	357	242.151	1.02648	0.199387
TRINITY_DN21438_c1_g1_i1	232	123.556	0	0
TRINITY_DN21536_c1_g1_i1	201	96.9029	10	4.85394
TRINITY_DN21536_c0_g2_i1	351	236.175	0	0
TRINITY_DN21536_c0_g1_i1	234	125.335	0	0
TRINITY_DN21536_c0_g1_i3	498	382.618	1	0.122932
TRINITY_DN21536_c0_g1_i4	231	122.645	0	0
TRINITY_DN21473_c0_g1_i1	313	198.8	0	0
TRINITY_DN21528_c0_g1_i1	216	109.635	0	0
TRINITY_DN21528_c0_g1_i2	599	483.529	0	0
TRINITY_DN21463_c0_g1_i1	245	134.987	0	0
TRINITY_DN21483_c0_g1_i1	207	102.087	0	0
TRINITY_DN21483_c0_g1_i2	229	120.886	0	0
TRINITY_DN21454_c1_g1_i1	284	170.945	3.00528	0.826912
TRINITY_DN21481_c3_g1_i1	285	171.893	0	0
TRINITY_DN21513_c1_g1_i1	625	509.43	0	0
TRINITY_DN21513_c0_g1_i1	207	102.087	0	0
TRINITY_DN21513_c0_g2_i1	244	134.125	0	0
TRINITY_DN21513_c0_g2_i10	354	239.151	0	0
TRINITY_DN21513_c0_g2_i3	412	296.821	0	0
TRINITY_DN21513_c0_g2_i6	470	354.656	0	0
TRINITY_DN21513_c0_g2_i8	244	134.125	0	0
TRINITY_DN21505_c1_g1_i1	205	100.413	170.483	79.8584
TRINITY_DN21509_c0_g1_i1	319	204.699	0	0
TRINITY_DN21443_c0_g1_i1	220	113.071	0	0
TRINITY_DN21487_c0_g1_i1	219	112.154	0	0
TRINITY_DN21499_c0_g1_i1	211	105.308	0	0
TRINITY_DN21437_c1_g1_i1	214	107.877	0	0
TRINITY_DN21437_c2_g1_i1	234	125.335	0	0
TRINITY_DN21444_c0_g1_i1	237	128.059	0	0
TRINITY_DN21444_c0_g2_i1	354	239.151	8.94958	1.7602
TRINITY_DN21436_c0_g1_i1	969	853.429	1	0.0551142
TRINITY_DN21436_c0_g1_i2	628	512.429	0	0
TRINITY_DN21469_c0_g1_i1	204	99.4996	0	0
TRINITY_DN21507_c0_g1_i1	262	150.009	0	0
TRINITY_DN21459_c0_g1_i1	262	150.009	0	0
TRINITY_DN21465_c0_g1_i1	213	107.037	0	0
TRINITY_DN21510_c1_g1_i1	234	125.335	0	0
TRINITY_DN21525_c0_g1_i1	257	145.548	0	0
TRINITY_DN21525_c0_g1_i2	324	209.595	0	0
TRINITY_DN21479_c0_g1_i1	258	146.4	9	2.89157
TRINITY_DN21535_c0_g1_i1	214	107.877	1	0.436015
