"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-68 0.744548601703191 6 13 "GO:0000002" "mitochondrial genome maintenance" 0.902379180866079
-54 0.838879564761961 6 8 "GO:0000012" "single strand break repair" 0.944441085677699
544 0.103646801658238 6 5 "GO:0000018;GO:0051052" "regulation of DNA recombination" 0.663637904727477
-84 0.4834584963477 4 39 "GO:0000027" "ribosomal large subunit assembly" 0.813700559843771
-200 0.284853628778642 2 16 "GO:0000028" "ribosomal small subunit assembly" 0.763207892717382
-217 0.315358766530016 3 12 "GO:0000038" "very long-chain fatty acid metabolic process" 0.773623950171537
42 0.696087915700401 2 49 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.880197885091699
42 0.853516558085823 3 11 "GO:0000050;GO:0019627;GO:0071941" "urea metabolic process" 0.951164638883777
-45 0.767146119394029 9 24 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0006886;GO:0050657;GO:0051236;GO:0006913;GO:0051169;GO:0046907;GO:0015931" "intracellular transport" 0.904053508543242
-263 0.319484072176439 2 8 "GO:0000055" "ribosomal large subunit export from nucleus" 0.773623950171537
136 0.374363355680362 5 24 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "chromosome segregation" 0.781104275785174
465 0.0993930483438246 2 7 "GO:0000076" "DNA replication checkpoint" 0.663637904727477
-181 0.203018131078173 5 28 "GO:0000077;GO:0031570;GO:0000075;GO:0045786" "DNA integrity checkpoint" 0.704391045854193
178 0.235548898828318 5 25 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.704391045854193
110 0.327333526843866 2 45 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.773623950171537
58 0.76538028814574 6 15 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.904053508543242
119 0.34953747771245 2 35 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.773623950171537
110 0.718556750676494 3 6 "GO:0000096" "sulfur amino acid metabolic process" 0.895641826672597
-161 0.349739840293038 7 19 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of mitotic spindle orientation" 0.773623950171537
-370 0.100618827514907 2 11 "GO:0000154" "rRNA modification" 0.663637904727477
191 0.0385344154023059 3 67 "GO:0000165;GO:0035556" "intracellular signal transduction" 0.563030625044803
98 0.384591334732561 2 45 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.781104275785174
-3 0.994017299329208 3 5 "GO:0000185" "activation of MAPKKK activity" 0.994017299329208
-85 0.764956713309045 2 7 "GO:0000186" "activation of MAPKK activity" 0.904053508543242
-82 0.58421212138566 3 25 "GO:0000187" "activation of MAPK activity" 0.846118563399991
244 0.355925847797551 7 8 "GO:0000188;GO:0043407;GO:0043409;GO:0071901;GO:1902532;GO:0006469;GO:0033673;GO:0051348;GO:0043086;GO:0044092" "negative regulation of protein serine/threonine kinase activity" 0.773623950171537
101 0.186087063403949 7 100 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.704391045854193
-65 0.376348990964208 2 106 "GO:0000226;GO:0007010;GO:0007017" "microtubule-based process" 0.781104275785174
-66 0.743281415437223 5 14 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.902379180866079
159 0.355011932230386 6 19 "GO:0000245" "spliceosomal complex assembly" 0.773623950171537
-408 0.181599378274293 6 6 "GO:0000266" "mitochondrial fission" 0.704391045854193
-877 0.000432761442305996 3 9 "GO:0000272;GO:0016052" "carbohydrate catabolic process" 0.0569081296632385
-177 0.0701583824833871 2 60 "GO:0000278;GO:0007049" "cell cycle" 0.61505515310436
-268 0.0277333404706828 2 38 "GO:0000281;GO:0061640;GO:0000910" "mitotic cytokinesis" 0.455866783986849
170 0.546490039313206 7 7 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.829736877496976
351 0.0607707448898561 3 16 "GO:0000302;GO:1901700;GO:0042221" "response to chemical" 0.61505515310436
147 0.461510966856704 6 14 "GO:0000338;GO:0070646" "protein modification by small protein removal" 0.803823736975584
158 0.00965518355908489 2 160 "GO:0000375;GO:0008380;GO:0000398;GO:0000377;GO:0006397" "RNA splicing" 0.307842443690068
193 0.353142618394077 2 13 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.773623950171537
-14 0.893621831755133 8 53 "GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311" "regulation of alternative mRNA splicing, via spliceosome" 0.955558819624118
68 0.645239496420378 3 26 "GO:0000387" "spliceosomal snRNP assembly" 0.87473189463175
186 0.207222445561563 7 26 "GO:0000413;GO:0018208;GO:0018193" "peptidyl-amino acid modification" 0.704391045854193
-243 0.241046365501435 2 13 "GO:0000422;GO:0006914;GO:0061726;GO:0061919;GO:1903008" "autophagy" 0.704391045854193
-126 0.680834477028096 4 6 "GO:0000423;GO:0061912;GO:0016236" "selective autophagy" 0.880197885091699
-403 0.227577678365201 2 5 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.704391045854193
-871 0.00912594471651652 2 5 "GO:0000455" "enzyme-directed rRNA pseudouridine synthesis" 0.307842443690068
147 0.578126180443258 8 8 "GO:0000460" "maturation of 5.8S rRNA" 0.844706585869871
40 0.835071139615157 3 15 "GO:0000462;GO:0030490" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.944441085677699
-249 0.146777636582901 9 19 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.704391045854193
-279 0.179505389175484 3 13 "GO:0000469;GO:0090501;GO:0090305" "nucleic acid phosphodiester bond hydrolysis" 0.704391045854193
-178 0.216521347427114 2 27 "GO:0000470" "maturation of LSU-rRNA" 0.704391045854193
-166 0.506529749408852 3 9 "GO:0000479;GO:0000478;GO:0090502" "RNA phosphodiester bond hydrolysis, endonucleolytic" 0.813700559843771
577 0.0843829228863392 4 5 "GO:0000492;GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.634077391974492
170 0.299919555258181 3 21 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.763207892717382
-66 0.57195927598934 7 42 "GO:0000724;GO:0000725;GO:0006302;GO:0006310" "DNA recombination" 0.840364746286014
89 0.667077181682943 2 13 "GO:0000727" "double-strand break repair via break-induced replication" 0.880197885091699
104 0.413075198270746 3 35 "GO:0000902" "cell morphogenesis" 0.781104275785174
-214 0.418766931124371 2 8 "GO:0000904" "cell morphogenesis involved in differentiation" 0.781104275785174
50 0.566115102365017 6 75 "GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0044265;GO:0019439;GO:0044270;GO:0046700;GO:1901361" "organic cyclic compound catabolic process" 0.838167156560385
-124 0.436748221569037 3 22 "GO:0001501;GO:0048731" "system development" 0.792399817632018
114 0.56727663067585 2 14 "GO:0001503" "ossification" 0.838167156560385
-271 0.304721119579983 2 8 "GO:0001505" "regulation of neurotransmitter levels" 0.763207892717382
-44 0.839908737978749 3 12 "GO:0001510;GO:0043414;GO:0032259" "macromolecule methylation" 0.944441085677699
215 0.388672567030605 6 9 "GO:0001516;GO:0006693;GO:0046457;GO:0006692;GO:0006690;GO:0033559;GO:0006636;GO:0046456;GO:0006633;GO:0072330" "fatty acid biosynthetic process" 0.781104275785174
-620 0.0128755394699268 6 9 "GO:0001522;GO:0031118" "pseudouridine synthesis" 0.307842443690068
366 0.0774089513477384 6 13 "GO:0001523;GO:0016101;GO:0006721;GO:0006720" "terpenoid metabolic process" 0.634077391974492
-15 0.833587405813381 3 108 "GO:0001525;GO:0048646" "anatomical structure formation involved in morphogenesis" 0.944441085677699
206 0.436874424169744 3 8 "GO:0001541" "ovarian follicle development" 0.792399817632018
-105 0.492670107353674 4 24 "GO:0001558;GO:0040008" "regulation of cell growth" 0.813700559843771
356 0.207004552289142 3 7 "GO:0001561;GO:0009062;GO:0019395;GO:0072329;GO:0034440;GO:0030258" "monocarboxylic acid catabolic process" 0.704391045854193
-317 0.203250269047287 2 9 "GO:0001568" "blood vessel development" 0.704391045854193
-200 0.355096349848552 3 12 "GO:0001649" "osteoblast differentiation" 0.773623950171537
110 0.610412661913616 4 12 "GO:0001654;GO:0007423" "eye development" 0.858494813279578
224 0.503211101659767 2 5 "GO:0001658" "branching involved in ureteric bud morphogenesis" 0.813700559843771
-273 0.301823751887697 3 8 "GO:0001662;GO:0002209;GO:0042596;GO:0033555" "behavioral defense response" 0.763207892717382
224 0.0593874218899683 4 40 "GO:0001666;GO:0036293;GO:0070482;GO:0009628" "response to oxygen levels" 0.61505515310436
4 0.985463024549093 3 11 "GO:0001676" "long-chain fatty acid metabolic process" 0.993014465350236
158 0.550394657481237 2 8 "GO:0001678;GO:0042593;GO:0033500" "cellular glucose homeostasis" 0.829736877496976
166 0.174149387688326 3 38 "GO:0001701;GO:0043009;GO:0009792;GO:0009790" "embryo development" 0.704391045854193
266 0.346155362567557 5 7 "GO:0001702;GO:0007369" "gastrulation with mouth forming second" 0.773623950171537
108 0.724503326187583 7 6 "GO:0001731" "formation of translation preinitiation complex" 0.897455202795701
102 0.407734781880819 2 37 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.781104275785174
-55 0.768852774193856 4 16 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.904053508543242
-653 0.00578067715700473 4 10 "GO:0001745;GO:0048592;GO:0090596;GO:0009887" "animal organ morphogenesis" 0.304063618458449
-416 0.213568165119599 6 5 "GO:0001754;GO:0046530;GO:0030182" "eye photoreceptor cell differentiation" 0.704391045854193
-180 0.555273962743942 2 6 "GO:0001755;GO:0001667" "neural crest cell migration" 0.829755978418504
-158 0.371761957368826 2 18 "GO:0001764" "neuron migration" 0.781104275785174
377 0.216499086241574 4 6 "GO:0001782;GO:0002260;GO:0001776;GO:0048872" "B cell homeostasis" 0.704391045854193
-39 0.908069892573562 2 5 "GO:0001817" "regulation of cytokine production" 0.955558819624118
77 0.614643982583741 2 24 "GO:0001822" "kidney development" 0.859847699040021
470 0.159434488629901 2 5 "GO:0001824" "blastocyst development" 0.704391045854193
241 0.429332210576702 4 6 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.789610988683025
24 0.909857109307886 2 12 "GO:0001843;GO:0060606;GO:0035148" "tube formation" 0.955558819624118
-231 0.413028180210883 2 7 "GO:0001881;GO:0043112" "receptor recycling" 0.781104275785174
101 0.492491040218983 3 26 "GO:0001889;GO:0048732" "gland development" 0.813700559843771
33 0.92210898395678 3 5 "GO:0001890" "placenta development" 0.96235977293902
139 0.678065459432137 2 5 "GO:0001919" "regulation of receptor recycling" 0.880197885091699
5 0.949521306056793 3 104 "GO:0001932;GO:0031399;GO:0042325;GO:0032268;GO:0019220;GO:0051246;GO:0051174" "regulation of phosphorylation" 0.971689118649559
25 0.882107844947835 5 20 "GO:0001933;GO:0031400;GO:0042326;GO:0032269;GO:0045936;GO:0051248;GO:0010563" "negative regulation of phosphorylation" 0.955558819624118
-48 0.658192364835619 5 48 "GO:0001934;GO:0031401;GO:0042327;GO:0032270;GO:0045937;GO:0051247;GO:0010562;GO:0051173" "positive regulation of protein phosphorylation" 0.878703512445522
-154 0.295940599825421 3 26 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.763207892717382
-425 0.203477170951987 2 5 "GO:0002011" "morphogenesis of an epithelial sheet" 0.704391045854193
