"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
120 0.723831770044503 2 19 "GO:0000002" "mitochondrial genome maintenance" 0.870234295556738
-897 0.107983949416857 1 7 "GO:0000003" "reproduction" 0.354602349552429
-220 0.590722193492702 6 13 "GO:0000012" "single strand break repair" 0.809033139531763
-245 0.507423610288003 5 16 "GO:0000018;GO:0051052" "regulation of DNA metabolic process" 0.751724282050513
-47 0.943181584162334 2 5 "GO:0000019" "regulation of mitotic recombination" 0.972854712652834
-1134 0.0598182350173932 3 6 "GO:0000022;GO:0051231" "mitotic spindle elongation" 0.245147945294495
8 0.964018231427834 2 70 "GO:0000027" "ribosomal large subunit assembly" 0.976998468212359
172 0.475069016582126 2 38 "GO:0000028" "ribosomal small subunit assembly" 0.737767988171242
226 0.582043969704034 2 13 "GO:0000038" "very long-chain fatty acid metabolic process" 0.807124417202875
-430 0.475771948798884 2 6 "GO:0000041" "transition metal ion transport" 0.737767988171242
266 0.130767748370315 2 71 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.377499349069023
-536 0.113859162264872 5 19 "GO:0000050;GO:0019627;GO:0071941" "nitrogen cycle metabolic process" 0.357954489586139
-183 0.491694492580094 9 31 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.746757077258789
180 0.673758540310447 2 12 "GO:0000055" "ribosomal large subunit export from nucleus" 0.848876572348786
-791 0.230751738175274 2 5 "GO:0000056" "ribosomal small subunit export from nucleus" 0.524331919913123
586 0.0190912231953834 2 35 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "mitotic sister chromatid segregation" 0.134813406872015
282 0.475441997515049 2 14 "GO:0000076" "DNA replication checkpoint" 0.737767988171242
-99 0.710108149674357 4 31 "GO:0000077" "DNA damage checkpoint" 0.864561381168514
278 0.19408946414362 6 48 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.480779172055778
462 0.00361763266468114 5 88 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.0424192437408073
360 0.287893717355773 2 19 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.587303183405777
589 0.000594119401167014 2 75 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.0129857526255076
-590 0.122276389674885 2 15 "GO:0000096" "sulfur amino acid metabolic process" 0.36393987119433
-1086 0.0715933015753807 2 6 "GO:0000097" "sulfur amino acid biosynthetic process" 0.276145591790754
-800 0.0508482153619057 2 13 "GO:0000103" "sulfate assimilation" 0.225531740036876
-518 0.015473663859888 2 48 "GO:0000105;GO:0006547" "histidine metabolic process" 0.114555027607881
-276 0.299034143510997 6 31 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of mitotic spindle localization" 0.591623585653222
-18 0.951506999281231 2 24 "GO:0000154" "rRNA modification" 0.976998468212359
-787 6.01514403405718e-06 5 73 "GO:0000160" "phosphorelay signal transduction system" 0.000358213447712084
-792 0.0321325488888626 3 16 "GO:0000162;GO:0006568;GO:0009073;GO:0046219;GO:0006586;GO:0009072;GO:0042435;GO:0042430" "aromatic amino acid family metabolic process" 0.175581427856999
467 0.00119206041859548 3 107 "GO:0000165" "MAPK cascade" 0.0198045718157258
432 0.473633070248592 6 6 "GO:0000183;GO:0031507;GO:0006338;GO:0031497;GO:0070828;GO:0097549;GO:0006325;GO:0006333;GO:0034401" "chromatin organization" 0.737767988171242
685 0.000160656951170481 8 67 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.00526725289908934
-541 0.33218349424805 6 7 "GO:0000185" "activation of MAPKKK activity" 0.619805788048191
934 0.00303948892812781 4 22 "GO:0000186" "activation of MAPKK activity" 0.0387844120518967
49 0.796575622977168 5 61 "GO:0000187;GO:0043406;GO:0043410;GO:0071902;GO:1902533;GO:0009967" "positive regulation of signal transduction" 0.90726603212536
253 0.480117468564296 7 17 "GO:0000188;GO:0043407;GO:0043409;GO:0071901;GO:1902532;GO:0006469;GO:0033673;GO:0051348;GO:0043086;GO:0044092" "negative regulation of MAP kinase activity" 0.741999724144821
268 0.0256869600174006 6 156 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.159328576324147
-546 0.267184762348502 6 9 "GO:0000212;GO:0007051" "meiotic spindle organization" 0.562558742742947
290 0.368521021105915 2 21 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.655619746490083
32 0.914018285340604 2 25 "GO:0000245" "spliceosomal complex assembly" 0.958865331324013
313 0.343314627472593 2 20 "GO:0000266;GO:0048285" "organelle fission" 0.630325656039681
-863 0.121876362460532 4 7 "GO:0000270;GO:0030203;GO:0006022" "peptidoglycan metabolic process" 0.36393987119433
-842 0.00217751308964394 2 29 "GO:0000271" "polysaccharide biosynthetic process" 0.0312654381836297
-1272 0.000577088536736973 3 16 "GO:0000272" "polysaccharide catabolic process" 0.0129857526255076
62 0.672064801196414 2 103 "GO:0000278;GO:0007049" "cell cycle" 0.848876572348786
121 0.508910517529715 3 66 "GO:0000281;GO:0061640;GO:0000910" "cytokinesis" 0.751724282050513
-407 0.360221242165256 2 11 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.645865430288486
-142 0.612475638729829 3 28 "GO:0000302;GO:1901700" "response to oxygen-containing compound" 0.817663131081936
287 0.437212561341474 3 16 "GO:0000338;GO:0070646" "protein deneddylation" 0.727155959597326
464 0.182859975444458 4 18 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.479615592737178
227 0.197807434369296 2 71 "GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311" "regulation of alternative mRNA splicing, via spliceosome" 0.480779172055778
123 0.580813693434248 2 44 "GO:0000387" "spliceosomal snRNP assembly" 0.807124417202875
-426 0.41495432186191 6 8 "GO:0000390;GO:0032988;GO:0032984" "protein-containing complex disassembly" 0.710686693039615
200 0.0587408940027754 3 202 "GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380" "RNA splicing" 0.245147945294495
28 0.91896298945467 7 29 "GO:0000413;GO:0018208;GO:0018193" "peptidyl-amino acid modification" 0.960829184874017
-76 0.864191967980732 2 11 "GO:0000422;GO:0061726;GO:1903008" "autophagy of mitochondrion" 0.937740220574837
515 0.247699513518817 2 11 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.546606138005466
632 0.199405673980563 2 9 "GO:0000451;GO:0031167" "rRNA methylation" 0.480779172055778
772 0.199995020338471 9 6 "GO:0000453" "enzyme-directed rRNA 2'-O-methylation" 0.480779172055778
