TRINITY_DN4725_c0_g1_i1	Q9LXG1	69.364	173	53	0	70	588	7	179	2.28e-88	263
TRINITY_DN4795_c0_g1_i1	Q61WR2	72.093	43	12	0	129	1	450	492	4.68e-15	72.8
TRINITY_DN4747_c0_g1_i1	Q63421	47.297	74	39	0	232	11	424	497	8.21e-19	82.4
TRINITY_DN4706_c0_g1_i1	Q86BS6	38.865	229	123	6	715	56	103	323	1.63e-36	134
TRINITY_DN4715_c0_g1_i1	Q99615	34.752	141	92	0	3	425	314	454	1.96e-15	75.5
TRINITY_DN4722_c0_g1_i1	Q949W8	40.288	139	79	2	468	55	254	389	3.68e-30	117
TRINITY_DN4791_c0_g1_i1	Q9LPM9	42.920	226	124	3	102	770	21	244	3.35e-59	194
TRINITY_DN4746_c0_g1_i1	P23098	43.033	244	132	3	967	236	4229	4465	1.98e-59	209
TRINITY_DN4703_c0_g1_i1	Q9VUV9	34.862	218	115	7	4	627	169	369	2.37e-19	90.9
TRINITY_DN4760_c0_g1_i1	Q94C74	52.511	219	100	2	647	3	287	505	8.05e-72	229
TRINITY_DN4749_c0_g1_i1	O14594	40.909	88	50	2	652	389	1087	1172	2.71e-12	70.5
TRINITY_DN4773_c0_g1_i1	O14036	55.652	115	47	2	2	340	1	113	9.91e-38	129
TRINITY_DN4751_c0_g1_i1	O35245	35.135	74	45	1	234	13	571	641	3.71e-07	48.9
TRINITY_DN4726_c0_g1_i1	P34600	29.289	239	116	8	49	606	69	307	4.92e-22	97.1
TRINITY_DN4766_c0_g1_i1	Q54I48	37.383	214	125	5	630	4	390	599	9.90e-37	138
TRINITY_DN4764_c0_g1_i1	O82528	67.647	204	66	0	33	644	1	204	2.44e-80	244
TRINITY_DN4762_c0_g1_i1	Q03042	48.980	49	24	1	72	215	359	407	5.38e-07	48.5
TRINITY_DN4758_c0_g1_i1	A4IIN5	47.059	68	31	3	319	128	131	197	2.06e-08	56.6
TRINITY_DN4781_c0_g1_i1	P38988	45.455	66	30	1	3	182	86	151	1.03e-11	61.6
TRINITY_DN4788_c0_g1_i1	Q6BZF8	36.937	111	49	5	564	232	1	90	2.56e-10	58.2
TRINITY_DN4789_c0_g1_i1	Q0DA50	37.762	143	87	1	71	493	261	403	1.01e-28	117
