target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	640.289	2	2.90268
TRINITY_DN4795_c0_g1_i1	316	224.436	0	0
TRINITY_DN4747_c0_g1_i1	250	159.175	0	0
TRINITY_DN4709_c0_g1_i1	633	541.289	0	0
TRINITY_DN4706_c0_g1_i1	732	640.289	0	0
TRINITY_DN4715_c0_g1_i1	452	360.325	0	0
TRINITY_DN4722_c0_g1_i1	470	378.289	0	0
TRINITY_DN4775_c0_g1_i1	201	112.75	0	0
TRINITY_DN4791_c0_g1_i1	777	685.289	0	0
TRINITY_DN4746_c0_g1_i1	974	882.289	0	0
TRINITY_DN4703_c0_g1_i1	788	696.289	0	0
TRINITY_DN4760_c0_g1_i1	649	557.289	2	3.335
TRINITY_DN4749_c0_g1_i1	859	767.289	0	0
TRINITY_DN4773_c0_g1_i1	551	459.289	0	0
TRINITY_DN4718_c0_g1_i1	509	417.289	1	2.22694
TRINITY_DN4751_c0_g1_i1	236	145.524	0	0
TRINITY_DN4726_c0_g1_i1	649	557.289	0	0
TRINITY_DN4727_c0_g1_i1	608	516.289	0	0
TRINITY_DN4724_c0_g1_i1	219	129.408	1	7.18102
TRINITY_DN4778_c1_g1_i1	242	151.36	0.798587	4.90293
TRINITY_DN4766_c0_g1_i1	635	543.289	1	1.71047
TRINITY_DN4776_c0_g1_i1	384	292.388	1	3.17824
TRINITY_DN4764_c0_g1_i1	851	759.289	2	2.44776
TRINITY_DN4762_c0_g1_i1	242	151.36	0	0
TRINITY_DN4721_c0_g1_i1	224	134.128	0	0
TRINITY_DN4758_c0_g1_i1	597	505.289	0	0
TRINITY_DN4785_c0_g1_i1	228	137.909	0	0
TRINITY_DN4796_c0_g1_i1	370	278.388	0	0
TRINITY_DN4781_c0_g1_i1	234	143.582	0	0
TRINITY_DN4788_c0_g1_i1	613	521.289	0	0
TRINITY_DN4759_c0_g1_i1	493	401.289	1	2.31573
TRINITY_DN4743_c0_g1_i1	271	179.716	0	0
TRINITY_DN4789_c0_g1_i1	731	639.289	1	1.45361
TRINITY_DN4707_c0_g1_i1	523	431.289	0	0
TRINITY_DN4748_c0_g1_i1	594	502.289	0	0
TRINITY_DN4761_c0_g1_i1	558	466.289	0	0
TRINITY_DN4794_c0_g1_i1	813	721.289	0	0
TRINITY_DN4799_c0_g1_i1	305	213.502	2	8.7051
TRINITY_DN4772_c0_g1_i1	1349	1257.29	0	0
TRINITY_DN4786_c0_g1_i1	559	467.289	0	0
TRINITY_DN4787_c0_g1_i1	229	138.867	0	0
TRINITY_DN4720_c0_g1_i1	848	756.289	0	0
TRINITY_DN4700_c0_g1_i1	525	433.289	0	0
TRINITY_DN4729_c0_g1_i1	528	436.289	0	0
TRINITY_DN4755_c0_g1_i1	1083	991.289	2	1.87489
TRINITY_DN4780_c0_g1_i1	389	297.388	2	6.2496
TRINITY_DN4734_c0_g1_i1	684	592.289	0	0
TRINITY_DN4765_c0_g1_i1	425	333.325	0	0
TRINITY_DN4714_c0_g1_i1	413	321.357	0	0
TRINITY_DN4768_c0_g1_i1	221	131.289	0	0
TRINITY_DN4730_c0_g1_i1	527	435.289	0	0
TRINITY_DN4798_c0_g1_i1	259	168.011	0	0
TRINITY_DN4782_c0_g1_i1	203	114.599	0	0
TRINITY_DN4769_c0_g1_i1	248	157.191	0	0
TRINITY_DN4713_c0_g1_i1	676	584.289	0	0
TRINITY_DN4723_c0_g1_i1	1238	1146.29	4	3.24274
TRINITY_DN4735_c0_g1_i1	211	121.842	1	7.62694
TRINITY_DN4728_c0_g1_i1	848	756.289	1	1.22873
TRINITY_DN4754_c0_g1_i1	577	485.289	0	0
TRINITY_DN4739_c0_g1_i1	293	201.585	0	0
TRINITY_DN4742_c0_g1_i1	359	267.388	0	0
TRINITY_DN4744_c0_g1_i1	681	589.289	1	1.57695
TRINITY_DN4719_c0_g1_i1	653	561.289	0	0
TRINITY_DN4757_c0_g1_i1	566	474.289	66	129.314
TRINITY_DN4779_c0_g1_i1	326	234.414	0	0
TRINITY_DN4777_c0_g1_i1	689	597.289	2	3.11165
TRINITY_DN4770_c0_g1_i1	264	172.822	0	0
TRINITY_DN4701_c0_g1_i1	412	320.357	0	0
TRINITY_DN4716_c0_g1_i1	548	456.289	0	0
TRINITY_DN4705_c0_g1_i1	260	169.011	0	0
TRINITY_DN4745_c0_g1_i1	265	173.822	1	5.34614
TRINITY_DN4711_c0_g1_i1	601	509.289	0	0
TRINITY_DN4704_c0_g1_i1	567	475.289	0	0
TRINITY_DN4737_c0_g1_i1	241	150.36	0	0
TRINITY_DN4733_c0_g1_i1	473	381.289	1	2.4372
TRINITY_DN4790_c0_g1_i1	203	114.599	0	0
TRINITY_DN4793_c0_g1_i1	544	452.289	0	0
TRINITY_DN4736_c0_g1_i1	347	255.414	1	3.63832
TRINITY_DN4732_c0_g1_i1	223	133.182	0	0
TRINITY_DN4756_c0_g1_i1	773	681.289	0	0
TRINITY_DN4738_c0_g1_i1	516	424.289	0	0
TRINITY_DN4708_c0_g1_i1	819	727.289	1	1.27773
TRINITY_DN4797_c0_g1_i1	223	133.182	0	0
TRINITY_DN4752_c0_g1_i1	411	319.357	0	0
TRINITY_DN4784_c0_g1_i1	233	142.668	0	0
TRINITY_DN4702_c0_g1_i1	538	446.289	0	0
TRINITY_DN4712_c0_g1_i1	1035	943.289	4	3.94059
TRINITY_DN4741_c0_g1_i1	553	461.289	0	0
TRINITY_DN4731_c0_g1_i1	324	232.414	0	0
TRINITY_DN4771_c0_g1_i1	975	883.289	1	1.05207
TRINITY_DN4792_c0_g1_i1	475	383.289	0	0
TRINITY_DN4740_c0_g1_i1	387	295.388	0	0
TRINITY_DN4783_c0_g1_i1	239	148.435	0	0
TRINITY_DN4763_c0_g1_i1	1232	1140.29	0	0
TRINITY_DN4717_c0_g1_i1	270	178.769	0	0
TRINITY_DN4710_c0_g1_i1	254	163.127	0	0
TRINITY_DN4774_c0_g1_i1	555	463.289	3	6.01749
TRINITY_DN4753_c0_g1_i1	562	470.289	0	0
TRINITY_DN4767_c0_g1_i1	207	118.279	1	7.85664
TRINITY_DN4750_c0_g1_i1	317	225.436	0	0
TRINITY_DN0_c0_g1_i1	1486	1394.29	1	0.666489
TRINITY_DN59_c0_g1_i2	469	377.289	0	0
TRINITY_DN59_c0_g1_i1	501	409.289	0	0
TRINITY_DN9_c0_g1_i1	926	834.289	1	1.11386
TRINITY_DN47_c0_g1_i4	1364	1272.29	4	2.92159
TRINITY_DN47_c0_g1_i3	1162	1070.29	0	0
TRINITY_DN47_c0_g1_i2	1162	1070.29	5	4.34125
TRINITY_DN65_c0_g2_i1	1723	1631.29	2	1.13932
TRINITY_DN65_c0_g1_i2	1501	1409.29	0	0
TRINITY_DN57_c0_g1_i4	614	522.289	0	0
TRINITY_DN57_c0_g1_i2	691	599.289	0	0
TRINITY_DN57_c0_g1_i1	685	593.289	0	0
TRINITY_DN57_c0_g1_i3	608	516.289	0	0
TRINITY_DN71_c0_g2_i1	1697	1605.29	0	0
TRINITY_DN71_c0_g1_i1	227	136.95	0	0
TRINITY_DN25_c0_g2_i1	635	543.289	0	0
TRINITY_DN25_c0_g2_i2	734	642.289	11	15.915
TRINITY_DN25_c0_g1_i1	1738	1646.29	0	0
TRINITY_DN25_c0_g1_i2	1757	1665.29	0	0
TRINITY_DN25_c0_g3_i1	1945	1853.29	0	0
TRINITY_DN44_c0_g2_i2	579	487.289	979	1866.99
TRINITY_DN44_c0_g1_i1	601	509.289	1	1.82466
TRINITY_DN16_c0_g1_i3	1405	1313.29	0	0
TRINITY_DN16_c0_g1_i5	1405	1313.29	0	0
TRINITY_DN16_c0_g1_i6	1429	1337.29	0	0
TRINITY_DN16_c0_g1_i2	1554	1462.29	0	0
TRINITY_DN16_c0_g1_i7	1429	1337.29	0	0
TRINITY_DN34_c0_g1_i3	671	579.289	0	0
TRINITY_DN34_c0_g1_i2	682	590.289	0	0
TRINITY_DN34_c0_g1_i4	675	583.289	0	0
