target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	552.918	0	0
TRINITY_DN4795_c0_g1_i1	316	160.199	0	0
TRINITY_DN4747_c0_g1_i1	250	107.818	0	0
TRINITY_DN4709_c0_g1_i1	633	454.208	0	0
TRINITY_DN4706_c0_g1_i1	732	552.918	0	0
TRINITY_DN4715_c0_g1_i1	452	279.916	0	0
TRINITY_DN4722_c0_g1_i1	470	296.683	0	0
TRINITY_DN4775_c0_g1_i1	201	72.5601	0	0
TRINITY_DN4791_c0_g1_i1	777	597.918	0	0
TRINITY_DN4746_c0_g1_i1	974	794.783	0	0
TRINITY_DN4703_c0_g1_i1	788	608.918	0	0
TRINITY_DN4760_c0_g1_i1	649	470.069	0	0
TRINITY_DN4749_c0_g1_i1	859	679.851	0	0
TRINITY_DN4773_c0_g1_i1	551	374.191	0	0
TRINITY_DN4718_c0_g1_i1	509	333.461	0	0
TRINITY_DN4751_c0_g1_i1	236	97.6548	0	0
TRINITY_DN4726_c0_g1_i1	649	470.069	0	0
TRINITY_DN4727_c0_g1_i1	608	429.56	0	0
TRINITY_DN4724_c0_g1_i1	219	85.7668	0	0
TRINITY_DN4778_c1_g1_i1	242	101.9	0	0
TRINITY_DN4766_c0_g1_i1	635	456.208	0	0
TRINITY_DN4776_c0_g1_i1	384	218.693	0	0
TRINITY_DN4764_c0_g1_i1	851	671.918	0	0
TRINITY_DN4762_c0_g1_i1	242	101.9	0	0
TRINITY_DN4721_c0_g1_i1	224	89.3131	0	0
TRINITY_DN4758_c0_g1_i1	597	418.728	0	0
TRINITY_DN4785_c0_g1_i1	228	92.0934	0	0
TRINITY_DN4796_c0_g1_i1	370	206.671	0	0
TRINITY_DN4781_c0_g1_i1	234	96.258	0	0
TRINITY_DN4788_c0_g1_i1	613	434.516	0	0
TRINITY_DN4759_c0_g1_i1	493	318.347	0	0
TRINITY_DN4743_c0_g1_i1	271	124.12	0	0
TRINITY_DN4789_c0_g1_i1	731	551.918	0	0
