target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	188.293	0	0
TRINITY_DN21515_c0_g2_i1	205	102.212	0	0
TRINITY_DN21515_c0_g1_i1	449	330.064	0	0
TRINITY_DN21442_c1_g1_i1	203	100.552	0	0
TRINITY_DN21442_c0_g1_i1	283	168.829	0	0
TRINITY_DN21452_c0_g1_i1	332	214.821	0	0
TRINITY_DN21452_c0_g1_i10	429	310.127	0	0
TRINITY_DN21452_c0_g1_i11	414	295.217	0	0
TRINITY_DN21452_c0_g1_i2	401	282.419	0	0
TRINITY_DN21452_c0_g1_i3	486	366.923	0	0
TRINITY_DN21452_c0_g1_i4	313	196.65	0	0
TRINITY_DN21452_c0_g1_i5	328	211.014	0	0
TRINITY_DN21452_c0_g1_i7	226	118.969	0	0
TRINITY_DN21452_c0_g1_i8	294	179.21	3	0.506285
TRINITY_DN21452_c0_g1_i9	218	112.399	0	0
TRINITY_DN21452_c0_g2_i1	230	122.414	0	0
TRINITY_DN21452_c1_g1_i1	217	111.655	0	0
TRINITY_DN21478_c0_g1_i1	292	177.319	8.04298	1.37182
TRINITY_DN21478_c0_g1_i2	720	600.587	3.10224	0.156219
TRINITY_DN21520_c0_g1_i1	217	111.655	0	0
TRINITY_DN21482_c0_g1_i1	215	109.994	0	0
TRINITY_DN21438_c0_g1_i1	357	239.122	2.03375	0.257225
TRINITY_DN21438_c1_g1_i1	232	124.072	1.00159	0.244148
TRINITY_DN21536_c1_g1_i1	201	99.0107	2	0.610919
TRINITY_DN21536_c0_g2_i1	351	233.193	0	0
TRINITY_DN21536_c0_g1_i1	234	125.687	1	0.240628
TRINITY_DN21536_c0_g1_i3	498	378.886	70	5.5876
TRINITY_DN21536_c0_g1_i4	231	123.191	0	0
TRINITY_DN21473_c0_g1_i1	313	196.65	0	0
TRINITY_DN21528_c0_g1_i1	216	110.849	0	0
TRINITY_DN21528_c0_g1_i2	599	479.645	0	0
TRINITY_DN21463_c0_g1_i1	245	135.265	0	0
TRINITY_DN21483_c0_g1_i1	207	103.731	0	0
TRINITY_DN21483_c0_g1_i2	229	121.44	1	0.249044
TRINITY_DN21454_c1_g1_i1	284	169.812	5.0149	0.893163
TRINITY_DN21481_c3_g1_i1	285	170.742	0	0
TRINITY_DN21513_c1_g1_i1	625	505.645	1	0.0598123
TRINITY_DN21513_c0_g1_i1	207	103.731	0	0
TRINITY_DN21513_c0_g2_i1	244	134.365	0	0
TRINITY_DN21513_c0_g2_i10	354	236.17	0	0
TRINITY_DN21513_c0_g2_i3	412	293.246	0	0
TRINITY_DN21513_c0_g2_i6	470	350.996	0	0
TRINITY_DN21513_c0_g2_i8	244	134.365	0	0
TRINITY_DN21505_c1_g1_i1	205	102.212	807.376	238.896
TRINITY_DN21509_c0_g1_i1	319	202.389	0	0
TRINITY_DN21443_c0_g1_i1	220	113.908	1	0.26551
TRINITY_DN21487_c0_g1_i1	219	113.203	0	0
TRINITY_DN21499_c0_g1_i1	211	106.789	5	1.41605
TRINITY_DN21437_c1_g1_i1	214	109.162	0	0
TRINITY_DN21437_c2_g1_i1	234	125.687	0	0
TRINITY_DN21444_c0_g1_i1	237	128.404	0	0
TRINITY_DN21444_c0_g2_i1	354	236.17	7.81392	1.00065
TRINITY_DN21436_c0_g1_i1	969	849.587	1	0.0355982
