"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
93 0.671405812730609 3 13 "GO:0000002" "mitochondrial genome maintenance" 0.932227485763773
3 0.990843578474708 2 8 "GO:0000012" "single strand break repair" 0.994382305540689
-55 0.705759157860766 2 30 "GO:0000027" "ribosomal large subunit assembly" 0.944372968375596
-70 0.723163762738774 2 16 "GO:0000028" "ribosomal small subunit assembly" 0.949084101805484
31 0.880843142800091 4 15 "GO:0000038" "very long-chain fatty acid metabolic process" 0.982660992990289
267 0.447863554102468 2 5 "GO:0000041" "transition metal ion transport" 0.929906946543909
160 0.154549327590439 3 50 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.744960167280745
-353 0.156415124090975 2 10 "GO:0000050;GO:0019627;GO:0071941" "urea cycle" 0.744960167280745
139 0.454097060002204 5 18 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0015931;GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.929906946543909
143 0.607444036103698 7 8 "GO:0000055" "ribosomal large subunit export from nucleus" 0.932227485763773
153 0.322487580595192 3 26 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "chromosome segregation" 0.909239380369769
-41 0.890386811807849 2 7 "GO:0000076" "DNA replication checkpoint" 0.982660992990289
-151 0.418417600522382 4 18 "GO:0000077" "DNA damage checkpoint" 0.929906946543909
63 0.695002792663888 2 24 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein serine/threonine kinase activity" 0.944372968375596
250 0.027690989104419 2 49 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.606142053538684
146 0.474742925426229 4 15 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.929906946543909
-16 0.907226276026156 5 33 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.982660992990289
538 0.0944868564676633 2 6 "GO:0000096" "sulfur amino acid metabolic process" 0.695665976190706
-238 0.139966231738741 5 24 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of spindle localization" 0.743811786522122
110 0.658823179345238 2 10 "GO:0000154" "rRNA modification" 0.932227485763773
159 0.086655285081553 3 74 "GO:0000165;GO:0035556" "intracellular signal transduction" 0.695665976190706
123 0.289681717324625 2 47 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.894511676573842
-295 0.401833946889539 3 5 "GO:0000185" "activation of MAPKKK activity" 0.929906946543909
150 0.641609521148456 2 6 "GO:0000186" "activation of MAPKK activity" 0.932227485763773
87 0.561208781862848 5 28 "GO:0000187" "activation of MAPK activity" 0.932227485763773
-25 0.92953200543652 8 8 "GO:0000188;GO:0043407;GO:0043409;GO:0071901;GO:1902532;GO:0006469;GO:0033673;GO:0051348;GO:0043086;GO:0044092" "inactivation of MAPK activity" 0.982660992990289
-166 0.035430692282753 9 103 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.606142053538684
