"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
69 0.86837374732586 6 26 "GO:0000002" "mitochondrial genome maintenance" 0.945957255418596
536 0.446268093247878 1 9 "GO:0000003" "reproduction" 0.727856974621187
-828 0.0961609873167742 2 18 "GO:0000012" "single strand break repair" 0.342273422398628
625 0.209278169546035 3 18 "GO:0000018;GO:0051052" "regulation of DNA metabolic process" 0.488933190601909
1123 0.159275584290187 2 7 "GO:0000019" "regulation of mitotic recombination" 0.426947052333418
-1373 0.0656789439730363 3 8 "GO:0000022;GO:0051231" "mitotic spindle elongation" 0.275566004060783
-852 0.000117640137689398 4 92 "GO:0000027" "ribosomal large subunit assembly" 0.00179246420321477
-984 0.00113940588737142 4 49 "GO:0000028" "ribosomal small subunit assembly" 0.0119948365234191
-626 0.110454585470944 3 29 "GO:0000038" "very long-chain fatty acid metabolic process" 0.369671705131078
23 0.980707451480995 2 5 "GO:0000041" "transition metal ion transport" 0.985815302790792
-153 0.444455526231594 2 113 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.727856974621187
417 0.305293285393728 4 27 "GO:0000050;GO:0019627;GO:0071941" "nitrogen cycle metabolic process" 0.595387639966798
-248 0.426420712566611 6 46 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.718873240481508
-431 0.386470732192539 8 18 "GO:0000055" "ribosomal large subunit export from nucleus" 0.678080466483273
-287 0.738851154880554 4 6 "GO:0000056" "ribosomal small subunit export from nucleus" 0.888927825527028
-111 0.70002674681974 3 54 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "chromosome segregation" 0.876713194527443
834 0.0772202429517453 2 20 "GO:0000076" "DNA replication checkpoint" 0.310723535362066
-456 0.148233616227377 2 45 "GO:0000077" "DNA damage checkpoint" 0.409788912533509
-343 0.170199686764228 2 72 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein serine/threonine kinase activity" 0.440321791631241
-158 0.44509212781534 2 105 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.727856974621187
-571 0.176327574847829 3 25 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.449751831880586
-384 0.0829068260134887 3 92 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.317901008356357
1201 0.00536747926383102 2 24 "GO:0000096" "sulfur amino acid metabolic process" 0.0425721985446323
1001 0.133809553500438 2 10 "GO:0000097" "sulfur amino acid biosynthetic process" 0.405206586910331
1489 0.000113892703913116 2 30 "GO:0000103" "sulfate assimilation" 0.00178226690718092
1318 4.49369044754636e-10 2 101 "GO:0000105;GO:0006547" "histidine metabolic process" 2.60184676912934e-08
-108 0.74307610976698 6 41 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of spindle orientation" 0.888927825527028
-882 0.00624778237684063 2 43 "GO:0000154" "rRNA modification" 0.0463777691819324
1186 3.48125515833651e-09 3 112 "GO:0000160" "phosphorelay signal transduction system" 1.67970561389737e-07
1080 0.00251218033899825 2 35 "GO:0000162;GO:0006568;GO:0009073;GO:0046219;GO:0006586;GO:0009072;GO:0042435;GO:0042430" "aromatic amino acid family metabolic process" 0.0223777294812306
-172 0.343590511126548 2 137 "GO:0000165" "MAPK cascade" 0.63967493872113
-1276 0.138666764115191 6 6 "GO:0000183;GO:0031507;GO:0006338;GO:0031497;GO:0070828;GO:0097549;GO:0006333;GO:0034401" "heterochromatin assembly" 0.40572387250892
-269 0.202333219712612 2 101 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.480126779563944
-1018 0.201703903315286 8 7 "GO:0000185" "activation of MAPKKK activity" 0.480126779563944
-673 0.0981302040037516 6 27 "GO:0000186" "activation of MAPKK activity" 0.342273422398628
-75 0.781658512066596 4 62 "GO:0000187" "activation of MAPK activity" 0.910624302789857
529 0.210266605284759 7 25 "GO:0000188;GO:0043407;GO:0043409;GO:0071901;GO:1902532;GO:0006469;GO:0033673;GO:0051348;GO:0043086;GO:0044092" "negative regulation of protein kinase activity" 0.488933190601909
-417 0.00290917310553889 2 234 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.024770753354515
-296 0.67358489542846 3 9 "GO:0000212;GO:0007051" "spindle organization" 0.872495871259683
-195 0.143057126784619 2 261 "GO:0000226;GO:0007010;GO:0007017" "microtubule-based process" 0.409788912533509
-722 0.0814321149952747 2 26 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.31432796388176
-38 0.921189599072293 4 30 "GO:0000245" "spliceosomal complex assembly" 0.977893446750155
1263 0.0585024220992653 3 10 "GO:0000256;GO:0000255;GO:0043605" "cellular amide catabolic process" 0.258571774011257
284 0.469735454718695 6 29 "GO:0000266;GO:0048285" "organelle fission" 0.734271813691459
1587 0.0126608178378951 4 11 "GO:0000270;GO:0030203;GO:0006022" "peptidoglycan metabolic process" 0.0814512614237918
1407 1.03481758516296e-06 2 54 "GO:0000271" "polysaccharide biosynthetic process" 3.15347043057555e-05
569 0.140210239816164 2 30 "GO:0000272" "polysaccharide catabolic process" 0.405908644267795
