target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	165.3	0	0
TRINITY_DN21515_c0_g2_i1	205	79.9936	2.15906	1.20277
TRINITY_DN21515_c0_g1_i1	449	303.52	13.651	2.00424
TRINITY_DN21442_c1_g1_i1	203	78.3446	0	0
TRINITY_DN21442_c0_g1_i1	283	146.688	0	0
TRINITY_DN21452_c0_g1_i1	332	191.237	0	0
TRINITY_DN21452_c0_g1_i10	429	283.875	0	0
TRINITY_DN21452_c0_g1_i11	414	269.237	0	0
TRINITY_DN21452_c0_g1_i2	401	256.794	0	0
TRINITY_DN21452_c0_g1_i3	486	339.75	0	0
TRINITY_DN21452_c0_g1_i4	313	173.774	0	0
TRINITY_DN21452_c0_g1_i5	328	187.509	0	0
TRINITY_DN21452_c0_g1_i7	226	97.3831	0	0
TRINITY_DN21452_c0_g1_i8	294	156.452	0	0
TRINITY_DN21452_c0_g1_i9	218	90.7046	0	0
TRINITY_DN21452_c0_g2_i1	230	100.61	0	0
TRINITY_DN21452_c1_g1_i1	217	89.8687	0	0
TRINITY_DN21478_c0_g1_i1	292	154.663	4.13262	1.19073
TRINITY_DN21478_c0_g1_i2	720	572.599	27	2.10129
TRINITY_DN21520_c0_g1_i1	217	89.8687	0	0
TRINITY_DN21482_c0_g1_i1	215	88.2438	0	0
TRINITY_DN21438_c0_g1_i1	357	214.851	0	0
TRINITY_DN21438_c1_g1_i1	232	102.339	0	0
TRINITY_DN21536_c1_g1_i1	201	76.7725	9	5.22407
TRINITY_DN21536_c0_g2_i1	351	209.281	0	0
TRINITY_DN21536_c0_g1_i1	234	103.997	0	0
TRINITY_DN21536_c0_g1_i3	498	351.37	13	1.64874
TRINITY_DN21536_c0_g1_i4	231	101.475	0	0
TRINITY_DN21473_c0_g1_i1	313	173.774	10	2.56441
TRINITY_DN21528_c0_g1_i1	216	89.0214	0	0
TRINITY_DN21528_c0_g1_i2	599	451.599	0	0
TRINITY_DN21463_c0_g1_i1	245	113.486	0	0
TRINITY_DN21483_c0_g1_i1	207	81.6179	0	0
TRINITY_DN21483_c0_g1_i2	229	99.8214	0	0
TRINITY_DN21454_c1_g1_i1	284	147.534	0	0
TRINITY_DN21481_c3_g1_i1	285	148.41	0	0
TRINITY_DN21513_c1_g1_i1	625	477.599	5	0.466529
TRINITY_DN21513_c0_g1_i1	207	81.6179	0	0
TRINITY_DN21513_c0_g2_i1	244	112.609	0	0
TRINITY_DN21513_c0_g2_i10	354	211.981	0	0
TRINITY_DN21513_c0_g2_i3	412	267.345	0	0
TRINITY_DN21513_c0_g2_i6	470	324.049	0	0
TRINITY_DN21513_c0_g2_i8	244	112.609	0	0
TRINITY_DN21505_c1_g1_i1	205	79.9936	0	0
TRINITY_DN21509_c0_g1_i1	319	179.356	0	0
TRINITY_DN21443_c0_g1_i1	220	92.3736	45	21.7089
TRINITY_DN21487_c0_g1_i1	219	91.4672	0	0
TRINITY_DN21499_c0_g1_i1	211	84.8777	169	88.7289
TRINITY_DN21437_c1_g1_i1	214	87.3742	0	0
TRINITY_DN21437_c2_g1_i1	234	103.997	0	0
TRINITY_DN21444_c0_g1_i1	237	106.556	0	0
TRINITY_DN21444_c0_g2_i1	354	211.981	10.0158	2.10554
TRINITY_DN21436_c0_g1_i1	969	821.599	0	0
TRINITY_DN21436_c0_g1_i2	628	480.599	0	0
TRINITY_DN21469_c0_g1_i1	204	79.1513	0	0
TRINITY_DN21507_c0_g1_i1	262	128.306	0	0
TRINITY_DN21459_c0_g1_i1	262	128.306	0	0
TRINITY_DN21465_c0_g1_i1	213	86.5833	0	0
TRINITY_DN21510_c1_g1_i1	234	103.997	0	0
TRINITY_DN21525_c0_g1_i1	257	123.902	0	0
TRINITY_DN21525_c0_g1_i2	324	183.852	0	0
TRINITY_DN21479_c0_g1_i1	258	124.848	0	0
TRINITY_DN21535_c0_g1_i1	214	87.3742	0	0
TRINITY_DN21462_c0_g1_i1	464	318.178	0	0
TRINITY_DN21462_c0_g1_i2	545	397.851	0	0
TRINITY_DN21530_c0_g1_i1	281	144.996	0	0
TRINITY_DN21488_c0_g1_i1	274	138.761	0	0
TRINITY_DN21518_c0_g2_i1	537	389.89	0	0
TRINITY_DN21518_c0_g1_i1	545	397.851	0	0
TRINITY_DN21447_c0_g1_i1	298	159.991	11	3.06386
TRINITY_DN21496_c0_g1_i1	239	108.249	0	0
TRINITY_DN21450_c0_g1_i1	225	96.5352	1	0.461622
TRINITY_DN21531_c0_g1_i1	283	146.688	0	0
TRINITY_DN21534_c0_g1_i1	416	271.237	0	0
TRINITY_DN21446_c0_g1_i2	1211	1063.6	10	0.418981
TRINITY_DN21446_c0_g1_i4	1046	898.599	0	0
TRINITY_DN21517_c0_g2_i1	217	89.8687	0	0
TRINITY_DN21517_c0_g1_i1	245	113.486	8.00129	3.14188
TRINITY_DN21517_c2_g1_i1	246	114.374	1	0.389622
TRINITY_DN21440_c0_g2_i1	213	86.5833	0	0
TRINITY_DN21440_c0_g1_i1	315	175.648	0	0
TRINITY_DN21490_c0_g1_i1	260	126.551	1	0.352132
TRINITY_DN21494_c1_g1_i1	323	182.946	11.3481	2.76421
TRINITY_DN21494_c1_g1_i2	232	102.339	2.84911	1.24062
TRINITY_DN21494_c1_g1_i3	220	92.3736	25.4422	12.2738
TRINITY_DN21494_c1_g1_i4	233	103.214	1.35463	0.584862
TRINITY_DN21494_c2_g1_i1	213	86.5833	1	0.514681
TRINITY_DN21500_c0_g2_i1	261	127.402	1	0.349782
TRINITY_DN21500_c0_g1_i1	225	96.5352	0	0
TRINITY_DN21526_c0_g1_i1	328	187.509	2.04624	0.486303
TRINITY_DN21526_c0_g2_i1	298	159.991	0	0
TRINITY_DN21506_c0_g1_i1	337	195.961	0	0
TRINITY_DN21470_c0_g1_i1	394	249.973	2.00008	0.356554
TRINITY_DN21470_c1_g1_i1	381	237.591	6.00326	1.12598
TRINITY_DN21470_c6_g1_i1	362	219.541	5.00018	1.01494
TRINITY_DN21470_c5_g1_i1	261	127.402	1.0001	0.349818
TRINITY_DN21470_c7_g1_i1	218	90.7046	0	0
TRINITY_DN21470_c4_g1_i1	237	106.556	1.00138	0.418789
TRINITY_DN21458_c0_g1_i1	232	102.339	0	0
TRINITY_DN21458_c1_g1_i1	265	130.863	0	0
TRINITY_DN21472_c2_g1_i1	216	89.0214	0	0
TRINITY_DN21472_c0_g1_i1	202	77.5639	0	0
TRINITY_DN21456_c2_g1_i1	280	144.102	0	0
TRINITY_DN21456_c0_g1_i1	284	147.534	0	0
TRINITY_DN21497_c1_g1_i1	228	99.0209	0	0
TRINITY_DN21504_c1_g1_i1	225	96.5352	33.2144	15.3325
TRINITY_DN21475_c1_g1_i1	220	92.3736	0	0
TRINITY_DN5656_c0_g1_i1	362	219.541	0	0
TRINITY_DN5656_c0_g1_i2	787	639.599	0	0
TRINITY_DN5656_c0_g1_i3	337	195.961	661.145	150.349
TRINITY_DN5625_c0_g1_i1	449	303.52	0	0
TRINITY_DN5625_c0_g1_i2	446	300.55	0	0
TRINITY_DN5625_c0_g1_i3	285	148.41	0	0
TRINITY_DN5625_c0_g1_i4	521	373.966	16.7342	1.99409
TRINITY_DN5625_c0_g2_i1	265	130.863	7.78338	2.65048
TRINITY_DN5625_c0_g2_i2	265	130.863	0	0
TRINITY_DN5625_c0_g2_i3	303	164.385	0	0
TRINITY_DN5625_c0_g2_i4	303	164.385	8.06241	2.18562
TRINITY_DN5625_c2_g1_i1	250	117.668	0	0
TRINITY_DN5655_c0_g1_i1	1730	1582.6	114.374	3.22053
TRINITY_DN5655_c0_g1_i2	1781	1633.6	8.62645	0.23532
TRINITY_DN5680_c0_g1_i1	937	789.599	274	15.4638
TRINITY_DN5627_c0_g1_i1	238	107.403	0	0
TRINITY_DN5636_c1_g1_i1	208	82.4658	0	0
TRINITY_DN5636_c0_g1_i1	399	254.82	0	0
TRINITY_DN5636_c0_g1_i11	1080	932.599	0	0
TRINITY_DN5636_c0_g1_i2	902	754.599	0	0
TRINITY_DN5636_c0_g1_i3	955	807.599	0	0
TRINITY_DN5636_c0_g1_i4	613	465.599	0	0
TRINITY_DN5636_c0_g1_i5	805	657.599	0	0
TRINITY_DN5636_c0_g1_i6	998	850.599	0	0
TRINITY_DN5636_c0_g1_i9	738	590.599	0	0
TRINITY_DN5653_c0_g3_i1	210	84.043	7.1301	3.78065
TRINITY_DN5653_c0_g1_i1	224	95.6538	37.2339	17.3464
TRINITY_DN5653_c1_g1_i1	247	115.237	12.2092	4.72138
TRINITY_DN5653_c0_g4_i1	206	80.7971	16.5125	9.10729
TRINITY_DN5653_c0_g2_i1	234	103.997	0	0
TRINITY_DN5653_c0_g2_i2	236	105.708	24.8357	10.4699
TRINITY_DN5653_c0_g2_i3	232	102.339	26.6941	11.6237
TRINITY_DN5633_c0_g3_i1	511	364.299	0	0
TRINITY_DN5633_c0_g3_i2	502	355.335	0	0
TRINITY_DN5633_c0_g3_i3	349	207.323	0	0
