"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
61 0.46614936091793 2 5 "GO:0000002" "mitochondrial genome maintenance" 0.825589831987177
244 0.0235492830986029 4 3 "GO:0000018;GO:0051052" "regulation of DNA recombination" 0.314704055954057
-57 0.239294200956664 3 15 "GO:0000027" "ribosomal large subunit assembly" 0.593878416652401
-12 0.828875929628823 2 12 "GO:0000028" "ribosomal small subunit assembly" 0.959407572090055
6 0.916776181494085 6 10 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "vacuole organization" 0.98327026402125
124 0.0369349067393093 6 10 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "RNA export from nucleus" 0.428848867650618
106 0.206928853267023 2 5 "GO:0000055" "ribosomal large subunit export from nucleus" 0.573934743967026
103 0.176917756931377 3 6 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "mitotic sister chromatid segregation" 0.570548175158304
-18 0.865388232557686 5 3 "GO:0000077;GO:0031570;GO:0000075;GO:0045786" "cell cycle checkpoint" 0.963727804439241
301 0.00526967908704656 2 3 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein serine/threonine kinase activity" 0.192807327976769
24 0.715650021799116 2 8 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.90690132072819
-8 0.932326119092791 5 4 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.985985176306765
-45 0.369417026958949 5 14 "GO:0000122;GO:0006357;GO:0045892;GO:0006355;GO:1903507;GO:2000113;GO:1903506;GO:2000112;GO:1902679;GO:0010558;GO:0031327;GO:0051253;GO:2001141;GO:0009890;GO:0010556;GO:0031326;GO:0045934;GO:0009889" "regulation of cellular macromolecule biosynthetic process" 0.705250687830721
-78 0.350369546205464 3 5 "GO:0000154" "rRNA modification" 0.677688464371095
