target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	234.722	0	0
TRINITY_DN21515_c0_g2_i1	205	138.006	0	0
TRINITY_DN21515_c0_g1_i1	449	379.552	0	0
TRINITY_DN21442_c1_g1_i1	203	136.13	0	0
TRINITY_DN21442_c0_g1_i1	283	213.878	0	0
TRINITY_DN21452_c0_g1_i1	332	262.672	0	0
TRINITY_DN21452_c0_g1_i10	429	359.552	0	0
TRINITY_DN21452_c0_g1_i11	414	344.552	0	0
TRINITY_DN21452_c0_g1_i2	401	331.585	0	0
TRINITY_DN21452_c0_g1_i3	486	416.552	0	0
TRINITY_DN21452_c0_g1_i4	313	243.698	0	0
TRINITY_DN21452_c0_g1_i5	328	258.698	0	0
TRINITY_DN21452_c0_g1_i7	226	158.071	0	0
TRINITY_DN21452_c0_g1_i8	294	224.791	0	0
TRINITY_DN21452_c0_g1_i9	218	150.441	0	0
TRINITY_DN21452_c0_g2_i1	230	161.926	11	1.31244
TRINITY_DN21452_c1_g1_i1	217	149.486	0	0
TRINITY_DN21478_c0_g1_i1	292	222.791	15.9204	1.38058
TRINITY_DN21478_c0_g1_i2	720	650.457	0	0
TRINITY_DN21520_c0_g1_i1	217	149.486	0	0
TRINITY_DN21482_c0_g1_i1	215	147.546	0	0
TRINITY_DN21438_c0_g1_i1	357	287.644	0	0
TRINITY_DN21438_c1_g1_i1	232	163.877	0	0
TRINITY_DN21536_c1_g1_i1	201	134.35	0	0
TRINITY_DN21536_c0_g2_i1	351	281.644	6	0.41158
TRINITY_DN21536_c0_g1_i1	234	165.86	0	0
TRINITY_DN21536_c0_g1_i3	498	428.552	0	0
TRINITY_DN21536_c0_g1_i4	231	162.893	0	0
TRINITY_DN21473_c0_g1_i1	313	243.698	0	0
TRINITY_DN21528_c0_g1_i1	216	148.546	0	0
TRINITY_DN21528_c0_g1_i2	599	529.457	0	0
TRINITY_DN21463_c0_g1_i1	245	176.499	0	0
TRINITY_DN21483_c0_g1_i1	207	139.879	0	0
TRINITY_DN21483_c0_g1_i2	229	160.958	66	7.922
TRINITY_DN21454_c1_g1_i1	284	214.878	0	0
TRINITY_DN21481_c3_g1_i1	285	215.856	0	0
TRINITY_DN21513_c1_g1_i1	625	555.457	0	0
TRINITY_DN21513_c0_g1_i1	207	139.879	0	0
TRINITY_DN21513_c0_g2_i1	244	175.516	0	0
TRINITY_DN21513_c0_g2_i10	354	284.644	0	0
TRINITY_DN21513_c0_g2_i3	412	342.552	63	3.55319
TRINITY_DN21513_c0_g2_i6	470	400.552	0	0
TRINITY_DN21513_c0_g2_i8	244	175.516	0	0
TRINITY_DN21505_c1_g1_i1	205	138.006	0	0
TRINITY_DN21509_c0_g1_i1	319	249.698	0	0
TRINITY_DN21443_c0_g1_i1	220	152.319	0	0
TRINITY_DN21487_c0_g1_i1	219	151.349	0	0
TRINITY_DN21499_c0_g1_i1	211	143.708	0	0
TRINITY_DN21437_c1_g1_i1	214	146.576	0	0
TRINITY_DN21437_c2_g1_i1	234	165.86	0	0
TRINITY_DN21444_c0_g1_i1	237	168.793	0	0
TRINITY_DN21444_c0_g2_i1	354	284.644	72.1359	4.89613
TRINITY_DN21436_c0_g1_i1	969	899.457	0	0
