TRINITY_DN63011_c2_g1_i4	IADR01057942.1	83.721	43	5	2	198	240	397	357	3.2	40.1
TRINITY_DN28882_c0_g1_i12	XM_037934825.1	71.084	166	48	0	1607	1772	1048	883	8.36e-13	84.2
TRINITY_DN28849_c0_g1_i5	XM_037929934.1	68.863	2444	727	20	5768	8202	2637	219	0.0	918
TRINITY_DN28899_c0_g1_i14	XM_023854192.2	100.000	21	0	0	17	37	1434	1454	5.3	39.2
TRINITY_DN28899_c0_g1_i14	XM_023854192.2	100.000	21	0	0	53	73	1434	1454	5.3	39.2
TRINITY_DN71214_c0_g2_i1	XM_039455535.1	92.188	64	5	0	170	233	96	33	3.78e-16	94.2
TRINITY_DN0_c116_g2_i2	ICKD01001377.1	81.481	54	4	1	181	228	119	66	1.25e-04	54.5
TRINITY_DN0_c809_g2_i1	XM_037932011.1	74.359	117	27	3	14	129	4803	4917	2.15e-08	66.2
TRINITY_DN4_c1_g1_i18	BB996776.1	80.597	67	6	4	286	350	239	178	0.002	51.8
TRINITY_DN2_c4_g2_i4	XM_033471051.1	78.409	88	17	2	167	252	7348	7261	2.20e-08	67.1
TRINITY_DN2_c14_g1_i7	IADR01033638.1	85.000	40	6	0	5	44	538	577	0.024	46.4
TRINITY_DN18_c3_g2_i4	JK362417.1	84.211	95	5	1	138	232	610	694	2.40e-20	109
TRINITY_DN3_c0_g1_i71	GW401191.1	74.823	989	165	14	1293	2273	19	931	0.0	674
TRINITY_DN3_c1987_g1_i3	HS411724.1	76.761	142	26	5	92	229	191	329	8.21e-16	92.4
TRINITY_DN1_c39_g1_i13	XM_038116168.1	85.000	40	4	1	17	56	1009	1046	0.79	43.7
TRINITY_DN1_c39_g1_i13	XM_038116168.1	85.000	40	4	1	108	147	1009	1046	0.79	43.7
TRINITY_DN1_c39_g1_i13	XM_038116168.1	82.500	40	5	1	289	328	1009	1046	9.6	39.2
TRINITY_DN1_c69_g1_i4	GT562982.1	83.871	279	44	1	1	278	492	770	1.05e-77	297
TRINITY_DN2992_c6_g1_i21	FS761001.1	84.375	64	9	1	221	283	488	551	2.28e-08	68.0
TRINITY_DN2997_c3_g1_i1	XM_002050666.3	79.032	62	10	2	172	233	510	452	0.008	48.2
TRINITY_DN18969_c0_g1_i1	FN182412.1	80.597	67	7	3	1403	1466	605	668	4.84e-04	55.4
TRINITY_DN44184_c1_g2_i1	XM_038258333.1	92.593	27	2	0	80	106	6971	6945	0.86	41.0
TRINITY_DN44184_c1_g2_i1	XM_038258333.1	83.333	36	6	0	181	216	6980	6945	3.0	39.2
TRINITY_DN44132_c0_g1_i5	XM_002044435.2	77.966	59	8	2	674	732	3157	3210	0.44	44.6
TRINITY_DN44214_c2_g1_i12	BX605090.1	90.361	83	6	2	1	81	150	232	2.49e-20	107
TRINITY_DN2044_c5_g1_i13	DK416821.1	93.333	30	1	1	226	255	230	258	0.44	42.8
TRINITY_DN60653_c0_g1_i3	XM_030525951.1	79.412	68	12	2	468	533	8410	8343	4.69e-04	53.6
TRINITY_DN7810_c1_g1_i29	FP886700.1	100.000	22	0	0	509	530	334	355	4.3	41.0
TRINITY_DN7813_c1_g1_i5	IADJ01063051.1	92.857	28	2	0	216	243	309	336	0.50	42.8
