"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-55 0.344154128870751 4 6 "GO:0000027" "ribosomal large subunit assembly" 0.810500795622241
-128 0.0173181616967825 7 7 "GO:0000028" "ribosomal small subunit assembly" 0.245340624037752
-35 0.548504658104976 6 6 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "vacuole organization" 0.866254080030773
-70 0.268945054393867 2 5 "GO:0000055" "ribosomal large subunit export from nucleus" 0.757007214928609
46 0.467300022720161 4 5 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "mitotic sister chromatid segregation" 0.863489172417689
105 0.0512194595773025 2 7 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.348604911649033
61 0.139082348197844 3 12 "GO:0000122;GO:0006357;GO:0045892;GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0009889;GO:1903507;GO:2000113;GO:1902679;GO:0010558;GO:0031327;GO:0051253;GO:0009890;GO:0045934" "regulation of cellular macromolecule biosynthetic process" 0.562952361753178
56 0.107976856977347 2 17 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.474200751310541
56 0.0960221608931742 6 18 "GO:0000209;GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation" 0.453437981995545
56 0.0533160453110286 4 25 "GO:0000226;GO:0007010" "microtubule cytoskeleton organization" 0.348604911649033
0 0.998920482727894 2 7 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.998920482727894
-4 0.947776705992293 7 5 "GO:0000245" "spliceosomal complex assembly" 0.989045378307417
-41 0.358280266470899 4 10 "GO:0000281;GO:0061640" "cytoskeleton-dependent cytokinesis" 0.810500795622241
24 0.525984255593493 3 14 "GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311" "regulation of mRNA splicing, via spliceosome" 0.866254080030773
-50 0.224225829510391 7 12 "GO:0000387" "spliceosomal snRNP assembly" 0.733045981091663
-7 0.749251153538092 5 44 "GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380" "RNA splicing, via transesterification reactions" 0.964944667435422
-144 0.00735687711515946 6 7 "GO:0000413;GO:0018208;GO:0018193" "protein peptidyl-prolyl isomerization" 0.156333638697139
3 0.952518121060112 8 8 "GO:0000462;GO:0030490" "maturation of SSU-rRNA" 0.989045378307417
23 0.692383905938524 2 6 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.914084380455213
43 0.364753534315107 6 9 "GO:0000470" "maturation of LSU-rRNA" 0.810500795622241
-27 0.592900897755064 7 8 "GO:0000479;GO:0000478;GO:0000469;GO:0090502;GO:0090501;GO:0090305" "nucleic acid phosphodiester bond hydrolysis" 0.866254080030773
9 0.874720895278911 5 6 "GO:0000724;GO:0006302" "double-strand break repair" 0.984488396773511
56 0.21371691483744 5 10 "GO:0000725;GO:0006281;GO:0006310;GO:0006974;GO:0033554;GO:0051716" "cellular response to DNA damage stimulus" 0.726637510447296
-21 0.580131317920134 2 14 "GO:0000910" "cytokinesis" 0.866254080030773
13 0.65102273284999 5 24 "GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0044265;GO:0019439;GO:0044270;GO:0046700;GO:1901361" "aromatic compound catabolic process" 0.907162824463101
14 0.784351255158731 3 8 "GO:0001525;GO:0048646" "anatomical structure formation involved in morphogenesis" 0.966229807079596
47 0.412797064011048 7 6 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.811794752948921
-5 0.90355839191375 2 15 "GO:0001932;GO:0031399;GO:0042325;GO:0032268;GO:0019220;GO:0051246;GO:0051174" "regulation of cellular protein metabolic process" 0.984488396773511
-7 0.908427187739689 5 5 "GO:0001934;GO:0031401;GO:0042327;GO:0032270;GO:0051247;GO:0051173;GO:0045937;GO:0010562" "positive regulation of nitrogen compound metabolic process" 0.984488396773511
23 0.429773692737664 5 25 "GO:0002181;GO:0006412;GO:0034645;GO:0043043;GO:0009059;GO:0006518;GO:0043604;GO:1901566;GO:0043603;GO:0044271" "cellular macromolecule biosynthetic process" 0.811794752948921
