target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	234.475	4	0.74004
TRINITY_DN21515_c0_g2_i1	205	136.819	0	0
TRINITY_DN21515_c0_g1_i1	449	379.369	0	0
TRINITY_DN21442_c1_g1_i1	203	134.901	2	0.643142
TRINITY_DN21442_c0_g1_i1	283	213.497	7	1.42232
TRINITY_DN21452_c0_g1_i1	332	262.45	0	0
TRINITY_DN21452_c0_g1_i10	429	359.369	8.90515	1.07496
TRINITY_DN21452_c0_g1_i11	414	344.369	2.59659	0.327092
TRINITY_DN21452_c0_g1_i2	401	331.369	1.5475	0.202587
TRINITY_DN21452_c0_g1_i3	486	416.369	0	0
TRINITY_DN21452_c0_g1_i4	313	243.475	6.76597	1.2055
TRINITY_DN21452_c0_g1_i5	328	258.45	0	0
TRINITY_DN21452_c0_g1_i7	226	157.256	0	0
TRINITY_DN21452_c0_g1_i8	294	224.475	10.2661	1.98395
TRINITY_DN21452_c0_g1_i9	218	149.332	1.48461	0.43127
TRINITY_DN21452_c0_g2_i1	230	161.176	0	0
TRINITY_DN21452_c1_g1_i1	217	148.377	3	0.877094
TRINITY_DN21478_c0_g1_i1	292	222.475	276.84	53.9809
TRINITY_DN21478_c0_g1_i2	720	650.369	4	0.266803
TRINITY_DN21520_c0_g1_i1	217	148.377	1	0.292365
TRINITY_DN21482_c0_g1_i1	215	146.451	22.9985	6.81238
TRINITY_DN21438_c0_g1_i1	357	287.369	0	0
TRINITY_DN21438_c1_g1_i1	232	163.144	0	0
TRINITY_DN21536_c1_g1_i1	201	132.995	3.20866	1.0466
TRINITY_DN21536_c0_g2_i1	351	281.369	20.8099	3.20837
TRINITY_DN21536_c0_g1_i1	234	165.094	8.02887	2.10966
TRINITY_DN21536_c0_g1_i3	498	428.369	13.1562	1.3323
TRINITY_DN21536_c0_g1_i4	231	162.144	5.00506	1.33906
TRINITY_DN21473_c0_g1_i1	313	243.475	1	0.178171
TRINITY_DN21528_c0_g1_i1	216	147.436	4.73039	1.39182
TRINITY_DN21528_c0_g1_i2	599	529.369	6.26961	0.513776
TRINITY_DN21463_c0_g1_i1	245	175.803	0	0
TRINITY_DN21483_c0_g1_i1	207	138.708	0	0
TRINITY_DN21483_c0_g1_i2	229	160.192	28	7.58242
TRINITY_DN21454_c1_g1_i1	284	214.497	0	0
TRINITY_DN21481_c3_g1_i1	285	215.497	29.2648	5.89109
TRINITY_DN21513_c1_g1_i1	625	555.369	2	0.156221
TRINITY_DN21513_c0_g1_i1	207	138.708	2	0.62549
TRINITY_DN21513_c0_g2_i1	244	174.82	4.18102	1.03748
TRINITY_DN21513_c0_g2_i10	354	284.369	8	1.22039
TRINITY_DN21513_c0_g2_i3	412	342.369	0	0
TRINITY_DN21513_c0_g2_i6	470	400.369	29	3.14216
TRINITY_DN21513_c0_g2_i8	244	174.82	2.09051	0.518742
TRINITY_DN21505_c1_g1_i1	205	136.819	2	0.634126
TRINITY_DN21509_c0_g1_i1	319	249.45	2.05746	0.3578
TRINITY_DN21443_c0_g1_i1	220	151.317	0	0
TRINITY_DN21487_c0_g1_i1	219	150.317	1	0.288591
TRINITY_DN21499_c0_g1_i1	211	142.553	5.01864	1.52722
TRINITY_DN21437_c1_g1_i1	214	145.48	2	0.596372
TRINITY_DN21437_c2_g1_i1	234	165.094	8.5322	2.24192
TRINITY_DN21444_c0_g1_i1	237	168.061	0	0
TRINITY_DN21444_c0_g2_i1	354	284.369	2348.2	358.215
TRINITY_DN21436_c0_g1_i1	969	899.369	1.5745	0.0759446
TRINITY_DN21436_c0_g1_i2	628	558.369	2.4255	0.188439
TRINITY_DN21469_c0_g1_i1	204	135.846	0	0
TRINITY_DN21507_c0_g1_i1	262	192.657	0	0
TRINITY_DN21459_c0_g1_i1	262	192.657	1	0.225167
TRINITY_DN21465_c0_g1_i1	213	144.495	29.0444	8.71971
TRINITY_DN21510_c1_g1_i1	234	165.094	0	0
TRINITY_DN21525_c0_g1_i1	257	187.695	1	0.23112
TRINITY_DN21525_c0_g1_i2	324	254.45	0	0
TRINITY_DN21479_c0_g1_i1	258	188.676	11.0825	2.54808
TRINITY_DN21535_c0_g1_i1	214	145.48	1	0.298186
TRINITY_DN21462_c0_g1_i1	464	394.369	0	0
TRINITY_DN21462_c0_g1_i2	545	475.369	1	0.0912558
TRINITY_DN21530_c0_g1_i1	281	211.497	0	0
TRINITY_DN21488_c0_g1_i1	274	204.559	17.2371	3.65541
TRINITY_DN21518_c0_g2_i1	537	467.369	1.2037	0.111725
TRINITY_DN21518_c0_g1_i1	545	475.369	10.7963	0.985225
TRINITY_DN21447_c0_g1_i1	298	228.475	3	0.569606
TRINITY_DN21496_c0_g1_i1	239	169.977	1.1106	0.28344
TRINITY_DN21450_c0_g1_i1	225	156.256	3.33057	0.924642
TRINITY_DN21531_c0_g1_i1	283	213.497	0	0
TRINITY_DN21534_c0_g1_i1	416	346.369	0	0
TRINITY_DN21446_c0_g1_i2	1211	1141.37	0	0
TRINITY_DN21446_c0_g1_i4	1046	976.369	0	0
TRINITY_DN21517_c0_g2_i1	217	148.377	0	0
TRINITY_DN21517_c0_g1_i1	245	175.803	0	0
TRINITY_DN21517_c2_g1_i1	246	176.785	0	0
TRINITY_DN21440_c0_g2_i1	213	144.495	10.3429	3.10515
TRINITY_DN21440_c0_g1_i1	315	245.475	4.42155	0.781374
TRINITY_DN21490_c0_g1_i1	260	190.657	220	50.0565
TRINITY_DN21494_c1_g1_i1	323	253.45	60.2713	10.316
TRINITY_DN21494_c1_g1_i2	232	163.144	147.184	39.1363
TRINITY_DN21494_c1_g1_i3	220	151.317	0	0
TRINITY_DN21494_c1_g1_i4	233	164.127	6.8131	1.80076
TRINITY_DN21494_c2_g1_i1	213	144.495	0	0
TRINITY_DN21500_c0_g2_i1	261	191.657	3	0.679027
TRINITY_DN21500_c0_g1_i1	225	156.256	3	0.832867
TRINITY_DN21526_c0_g1_i1	328	258.45	9.08462	1.52483
TRINITY_DN21526_c0_g2_i1	298	228.475	1	0.189869
TRINITY_DN21506_c0_g1_i1	337	267.397	0	0
TRINITY_DN21470_c0_g1_i1	394	324.369	1.01651	0.135945
TRINITY_DN21470_c1_g1_i1	381	311.369	1.93447	0.269512
TRINITY_DN21470_c6_g1_i1	362	292.369	0	0
TRINITY_DN21470_c5_g1_i1	261	191.657	0	0
TRINITY_DN21470_c7_g1_i1	218	149.332	0	0
TRINITY_DN21470_c4_g1_i1	237	168.061	0	0
TRINITY_DN21458_c0_g1_i1	232	163.144	0	0
TRINITY_DN21458_c1_g1_i1	265	195.638	0	0
TRINITY_DN21472_c2_g1_i1	216	147.436	0	0
TRINITY_DN21472_c0_g1_i1	202	133.941	0	0
TRINITY_DN21456_c2_g1_i1	280	210.497	0	0
TRINITY_DN21456_c0_g1_i1	284	214.497	0	0
TRINITY_DN21497_c1_g1_i1	228	159.24	10	2.7242
TRINITY_DN21504_c1_g1_i1	225	156.256	29.2618	8.12374
TRINITY_DN21475_c1_g1_i1	220	151.317	0	0
TRINITY_DN5656_c0_g1_i1	362	292.369	0	0
TRINITY_DN5656_c0_g1_i2	787	717.369	0	0
TRINITY_DN5656_c0_g1_i3	337	267.397	3723.36	604.045
TRINITY_DN5625_c0_g1_i1	449	379.369	5.40557	0.618118
TRINITY_DN5625_c0_g1_i2	446	376.369	0	0
TRINITY_DN5625_c0_g1_i3	285	215.497	0	0
TRINITY_DN5625_c0_g1_i4	521	451.369	0	0
TRINITY_DN5625_c0_g2_i1	265	195.638	3.47532	0.770606
TRINITY_DN5625_c0_g2_i2	265	195.638	2.95254	0.654687
TRINITY_DN5625_c0_g2_i3	303	233.475	0.571022	0.106097
TRINITY_DN5625_c0_g2_i4	303	233.475	0.571022	0.106097
TRINITY_DN5625_c2_g1_i1	250	180.75	0	0
TRINITY_DN5655_c0_g1_i1	1730	1660.37	8	0.209015
TRINITY_DN5655_c0_g1_i2	1781	1711.37	0	0
TRINITY_DN5680_c0_g1_i1	937	867.369	4	0.200054
TRINITY_DN5627_c0_g1_i1	238	169.027	42.6255	10.9397
TRINITY_DN5636_c1_g1_i1	208	139.666	15.382	4.77764
TRINITY_DN5636_c0_g1_i1	399	329.369	1.31353	0.173001
TRINITY_DN5636_c0_g1_i11	1080	1010.37	0.28654	0.0123026
