target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	611.552	199	11.8455
TRINITY_DN4795_c0_g1_i1	316	198.269	0	0
TRINITY_DN4747_c0_g1_i1	250	136.844	0	0
TRINITY_DN4709_c0_g1_i1	633	512.608	14	0.994205
TRINITY_DN4706_c0_g1_i1	732	611.552	22	1.30955
TRINITY_DN4715_c0_g1_i1	452	332.27	20	2.19115
TRINITY_DN4722_c0_g1_i1	470	350.203	3	0.311842
TRINITY_DN4775_c0_g1_i1	201	95.5455	1	0.380998
TRINITY_DN4791_c0_g1_i1	777	656.552	14	0.776233
TRINITY_DN4746_c0_g1_i1	974	853.552	3	0.127945
TRINITY_DN4703_c0_g1_i1	788	667.552	8	0.436253
TRINITY_DN4760_c0_g1_i1	649	528.608	3	0.206595
TRINITY_DN4749_c0_g1_i1	859	738.552	1	0.0492892
TRINITY_DN4773_c0_g1_i1	551	430.743	184	15.5501
TRINITY_DN4718_c0_g1_i1	509	388.907	1	0.0936025
TRINITY_DN4751_c0_g1_i1	236	124.609	1	0.292135
TRINITY_DN4726_c0_g1_i1	649	528.608	16	1.10184
TRINITY_DN4727_c0_g1_i1	608	487.608	253	18.8879
TRINITY_DN4724_c0_g1_i1	219	109.815	0	0
TRINITY_DN4778_c1_g1_i1	242	129.771	0	0
TRINITY_DN4766_c0_g1_i1	635	514.608	2	0.141477
TRINITY_DN4776_c0_g1_i1	384	264.921	1	0.13741
TRINITY_DN4764_c0_g1_i1	851	730.552	52	2.59111
TRINITY_DN4762_c0_g1_i1	242	129.771	14	3.92722
TRINITY_DN4721_c0_g1_i1	224	114.065	1	0.319141
TRINITY_DN4758_c0_g1_i1	597	476.608	6	0.458272
TRINITY_DN4785_c0_g1_i1	228	117.562	6	1.85788
TRINITY_DN4796_c0_g1_i1	370	250.999	67	9.71706
TRINITY_DN4781_c0_g1_i1	234	122.791	1	0.29646
TRINITY_DN4788_c0_g1_i1	613	492.608	5	0.369489
TRINITY_DN4759_c0_g1_i1	493	372.983	16	1.56158
TRINITY_DN4743_c0_g1_i1	271	155.732	0	0
TRINITY_DN4789_c0_g1_i1	731	610.552	6	0.357735
TRINITY_DN4707_c0_g1_i1	523	402.828	6	0.542206
TRINITY_DN4748_c0_g1_i1	594	473.655	23	1.76766
TRINITY_DN4761_c0_g1_i1	558	437.7	0	0
TRINITY_DN4794_c0_g1_i1	813	692.552	67	3.52173
TRINITY_DN4799_c0_g1_i1	305	187.933	2	0.3874
TRINITY_DN4772_c0_g1_i1	1349	1228.55	27	0.800024
TRINITY_DN4786_c0_g1_i1	559	438.7	0	0
TRINITY_DN4787_c0_g1_i1	229	118.412	0	0
TRINITY_DN4720_c0_g1_i1	848	727.552	165	8.25568
TRINITY_DN4700_c0_g1_i1	525	404.828	9	0.809291
TRINITY_DN4729_c0_g1_i1	528	407.828	0	0
TRINITY_DN4755_c0_g1_i1	1083	962.552	80	3.02551
TRINITY_DN4780_c0_g1_i1	389	269.921	31	4.18079
TRINITY_DN4734_c0_g1_i1	684	563.552	0	0
TRINITY_DN4765_c0_g1_i1	425	305.495	0	0
TRINITY_DN4714_c0_g1_i1	413	293.554	3	0.372019
TRINITY_DN4768_c0_g1_i1	221	111.472	2	0.653125
TRINITY_DN4730_c0_g1_i1	527	406.828	12	1.07375
TRINITY_DN4798_c0_g1_i1	259	144.881	0	0
TRINITY_DN4782_c0_g1_i1	203	97.0662	6	2.25018
TRINITY_DN4769_c0_g1_i1	248	135.098	0	0
TRINITY_DN4713_c0_g1_i1	676	555.608	1	0.0655186
TRINITY_DN4723_c0_g1_i1	1238	1117.55	2	0.0651471
TRINITY_DN4735_c0_g1_i1	211	103.436	1	0.351935
TRINITY_DN4728_c0_g1_i1	848	727.552	0	0
TRINITY_DN4754_c0_g1_i1	577	456.655	0	0
TRINITY_DN4739_c0_g1_i1	293	176.336	0	0
TRINITY_DN4742_c0_g1_i1	359	240.197	0	0
TRINITY_DN4744_c0_g1_i1	681	560.552	11	0.714348
TRINITY_DN4719_c0_g1_i1	653	532.608	1	0.0683479
TRINITY_DN4757_c0_g1_i1	566	445.7	20263	1654.99
TRINITY_DN4779_c0_g1_i1	326	208.024	0	0
TRINITY_DN4777_c0_g1_i1	689	568.552	6	0.384162
TRINITY_DN4770_c0_g1_i1	264	149.309	0	0
TRINITY_DN4701_c0_g1_i1	412	292.554	2	0.248861
TRINITY_DN4716_c0_g1_i1	548	427.743	6	0.510624
TRINITY_DN4705_c0_g1_i1	260	145.792	3	0.749068
TRINITY_DN4745_c0_g1_i1	265	150.232	4	0.969238
TRINITY_DN4711_c0_g1_i1	601	480.608	0	0
