"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
232 0.390776231648606 2 9 "GO:0000002" "mitochondrial genome maintenance" 0.92423813982111
81 0.792268311857489 2 7 "GO:0000012" "single strand break repair" 0.978347642380282
-384 0.245269018206824 4 6 "GO:0000018;GO:0051052" "regulation of DNA recombination" 0.815240905367423
179 0.622215153596577 3 5 "GO:0000022;GO:0051231" "spindle elongation" 0.96124352017474
-248 0.0603329142955251 3 38 "GO:0000027" "ribosomal large subunit assembly" 0.548766104509571
-270 0.213391996193805 3 14 "GO:0000028" "ribosomal small subunit assembly" 0.815240905367423
39 0.845928437208991 4 16 "GO:0000038" "very long-chain fatty acid metabolic process" 0.978347642380282
640 0.0529163628550859 2 6 "GO:0000041" "transition metal ion transport" 0.548766104509571
153 0.17178530009529 2 53 "GO:0000045;GO:0070925;GO:1905037;GO:0007033" "organelle assembly" 0.776367685841524
264 0.303614819638573 4 10 "GO:0000050;GO:0019627;GO:0071941" "urea metabolic process" 0.872475882746664
-284 0.0560691846414521 7 30 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0006886;GO:0050657;GO:0051236;GO:0006913;GO:0046907;GO:0015931;GO:0051169" "intracellular transport" 0.548766104509571
-866 0.000393416489113432 2 11 "GO:0000055" "ribosomal large subunit export from nucleus" 0.037636844125185
-78 0.606387934843784 4 29 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "chromosome segregation" 0.96124352017474
218 0.508917119747559 2 6 "GO:0000076" "DNA replication checkpoint" 0.96124352017474
-112 0.492701299659944 7 25 "GO:0000077;GO:0031570;GO:0000075;GO:0045786" "DNA integrity checkpoint" 0.96124352017474
45 0.795412324504373 2 22 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein serine/threonine kinase activity" 0.978347642380282
88 0.432186738536418 4 53 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.954135338153477
129 0.552515624032873 3 14 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.96124352017474
-22 0.866997161881204 4 38 "GO:0000086;GO:0044839" "cell cycle G2/M phase transition" 0.978347642380282
493 0.173127288828772 2 5 "GO:0000096" "sulfur amino acid metabolic process" 0.776367685841524
