target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	566.9	740	79.3484
TRINITY_DN4795_c0_g1_i1	316	165.606	43	15.7836
TRINITY_DN4747_c0_g1_i1	250	109.912	0	0
TRINITY_DN4709_c0_g1_i1	633	468.198	96	12.4639
TRINITY_DN4706_c0_g1_i1	732	566.9	75	8.04207
TRINITY_DN4715_c0_g1_i1	452	290.63	68	14.2227
TRINITY_DN4722_c0_g1_i1	470	307.908	24	4.73809
TRINITY_DN4775_c0_g1_i1	201	71.8391	27	22.8463
TRINITY_DN4791_c0_g1_i1	777	611.9	47	4.66907
TRINITY_DN4746_c0_g1_i1	974	808.832	6	0.450926
TRINITY_DN4703_c0_g1_i1	788	622.9	20	1.95175
TRINITY_DN4760_c0_g1_i1	649	484.151	44	5.52439
TRINITY_DN4749_c0_g1_i1	859	693.832	35	3.06638
TRINITY_DN4773_c0_g1_i1	551	386.92	140	21.9948
TRINITY_DN4718_c0_g1_i1	509	345.831	24	4.21852
TRINITY_DN4751_c0_g1_i1	236	98.6197	11	6.78018
TRINITY_DN4726_c0_g1_i1	649	484.151	45	5.64995
TRINITY_DN4727_c0_g1_i1	608	443.288	449	61.5706
TRINITY_DN4724_c0_g1_i1	219	85.3983	34	24.2015
TRINITY_DN4778_c1_g1_i1	242	103.617	0	0
TRINITY_DN4766_c0_g1_i1	635	470.151	25	3.23233
TRINITY_DN4776_c0_g1_i1	384	226.929	13	3.4823
TRINITY_DN4764_c0_g1_i1	851	685.832	470	41.6574
TRINITY_DN4762_c0_g1_i1	242	103.617	16	9.38641
TRINITY_DN4721_c0_g1_i1	224	89.3153	2	1.36118
TRINITY_DN4758_c0_g1_i1	597	432.506	19	2.67039
TRINITY_DN4785_c0_g1_i1	228	92.2919	28	18.442
TRINITY_DN4796_c0_g1_i1	370	214.27	100	28.3695
TRINITY_DN4781_c0_g1_i1	234	97.0101	25	15.6652
TRINITY_DN4788_c0_g1_i1	613	448.243	53	7.18745
TRINITY_DN4759_c0_g1_i1	493	330.24	53	9.75572
TRINITY_DN4743_c0_g1_i1	271	127.527	1	0.476662
TRINITY_DN4789_c0_g1_i1	731	565.9	69	7.41177
TRINITY_DN4707_c0_g1_i1	523	359.513	7	1.18358
TRINITY_DN4748_c0_g1_i1	594	429.549	77	10.8966
TRINITY_DN4761_c0_g1_i1	558	393.881	39	6.01883
TRINITY_DN4794_c0_g1_i1	813	647.9	39	3.65906
TRINITY_DN4799_c0_g1_i1	305	156.009	21	8.18243
TRINITY_DN4772_c0_g1_i1	1349	1183.83	158	8.11296
TRINITY_DN4786_c0_g1_i1	559	394.881	18	2.77089
TRINITY_DN4787_c0_g1_i1	229	93.0819	6	3.91831
TRINITY_DN4720_c0_g1_i1	848	682.832	212	18.8727
TRINITY_DN4700_c0_g1_i1	525	361.476	52	8.74452
TRINITY_DN4729_c0_g1_i1	528	364.294	27	4.5053
TRINITY_DN4755_c0_g1_i1	1083	917.832	186	12.3186
TRINITY_DN4780_c0_g1_i1	389	231.413	16	4.20287
TRINITY_DN4734_c0_g1_i1	684	518.953	39	4.56824
TRINITY_DN4765_c0_g1_i1	425	264.995	32	7.34049
TRINITY_DN4714_c0_g1_i1	413	253.784	11	2.63476
TRINITY_DN4768_c0_g1_i1	221	87.0094	4	2.79451
TRINITY_DN4730_c0_g1_i1	527	363.367	41	6.85884
TRINITY_DN4798_c0_g1_i1	259	117.578	0	0
TRINITY_DN4782_c0_g1_i1	203	73.4833	261	215.906
TRINITY_DN4769_c0_g1_i1	248	108.237	0	0
TRINITY_DN4713_c0_g1_i1	676	510.953	40	4.75873
TRINITY_DN4723_c0_g1_i1	1238	1072.83	28	1.5865
TRINITY_DN4735_c0_g1_i1	211	79.4433	11	8.41682
TRINITY_DN4728_c0_g1_i1	848	682.832	23	2.04751
TRINITY_DN4754_c0_g1_i1	577	412.759	2	0.294541
TRINITY_DN4739_c0_g1_i1	293	145.865	1	0.416735
TRINITY_DN4742_c0_g1_i1	359	204.392	0	0
TRINITY_DN4744_c0_g1_i1	681	515.953	21	2.47412
TRINITY_DN4719_c0_g1_i1	653	488.102	47	5.85328
TRINITY_DN4757_c0_g1_i1	566	401.881	19920	3013.04
TRINITY_DN4779_c0_g1_i1	326	174.764	3	1.04348
TRINITY_DN4777_c0_g1_i1	689	523.953	64	7.42506
