target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	179.327	0	0
TRINITY_DN21515_c0_g2_i1	205	94.9143	1.16763	0.323312
TRINITY_DN21515_c0_g1_i1	449	320.096	0	0
TRINITY_DN21442_c1_g1_i1	203	93.2933	0	0
TRINITY_DN21442_c0_g1_i1	283	160.025	0	0
TRINITY_DN21452_c0_g1_i1	332	205.706	0	0
TRINITY_DN21452_c0_g1_i10	429	300.405	1	0.0874864
TRINITY_DN21452_c0_g1_i11	414	285.76	0	0
TRINITY_DN21452_c0_g1_i2	401	272.902	0	0
TRINITY_DN21452_c0_g1_i3	486	356.657	0	0
TRINITY_DN21452_c0_g1_i4	313	187.602	1	0.140091
TRINITY_DN21452_c0_g1_i5	328	201.892	0	0
TRINITY_DN21452_c0_g1_i7	226	110.955	0	0
TRINITY_DN21452_c0_g1_i8	294	170.027	0	0
TRINITY_DN21452_c0_g1_i9	218	104.865	0	0
TRINITY_DN21452_c0_g2_i1	230	114.303	0	0
TRINITY_DN21452_c1_g1_i1	217	104.075	0	0
TRINITY_DN21478_c0_g1_i1	292	168.166	12.2759	1.9185
TRINITY_DN21478_c0_g1_i2	720	588.879	0	0
TRINITY_DN21520_c0_g1_i1	217	104.075	0	0
TRINITY_DN21482_c0_g1_i1	215	102.514	0	0
TRINITY_DN21438_c0_g1_i1	357	229.872	5.07106	0.579776
TRINITY_DN21438_c1_g1_i1	232	115.978	1.00173	0.226998
TRINITY_DN21536_c1_g1_i1	201	91.818	0	0
TRINITY_DN21536_c0_g2_i1	351	223.964	1	0.117347
TRINITY_DN21536_c0_g1_i1	234	117.636	0	0
TRINITY_DN21536_c0_g1_i3	498	368.657	96	6.8438
TRINITY_DN21536_c0_g1_i4	231	115.103	2	0.456657
TRINITY_DN21473_c0_g1_i1	313	187.602	0	0
TRINITY_DN21528_c0_g1_i1	216	103.341	0	0
TRINITY_DN21528_c0_g1_i2	599	468.33	0	0
TRINITY_DN21463_c0_g1_i1	245	126.759	0	0
TRINITY_DN21483_c0_g1_i1	207	96.5193	0	0
TRINITY_DN21483_c0_g1_i2	229	113.477	0	0
TRINITY_DN21454_c1_g1_i1	284	160.909	8.43301	1.37737
TRINITY_DN21481_c3_g1_i1	285	161.759	1	0.162473
TRINITY_DN21513_c1_g1_i1	625	494.088	0	0
TRINITY_DN21513_c0_g1_i1	207	96.5193	0	0
TRINITY_DN21513_c0_g2_i1	244	125.948	0	0
TRINITY_DN21513_c0_g2_i10	354	226.918	0	0
TRINITY_DN21513_c0_g2_i3	412	283.76	0	0
TRINITY_DN21513_c0_g2_i6	470	340.832	0	0
TRINITY_DN21513_c0_g2_i8	244	125.948	2	0.417338
TRINITY_DN21505_c1_g1_i1	205	94.9143	150.744	41.7404
TRINITY_DN21509_c0_g1_i1	319	193.252	1	0.135995
TRINITY_DN21443_c0_g1_i1	220	106.454	0	0
TRINITY_DN21487_c0_g1_i1	219	105.619	0	0
TRINITY_DN21499_c0_g1_i1	211	99.4473	42	11.0995
TRINITY_DN21437_c1_g1_i1	214	101.755	0	0
TRINITY_DN21437_c2_g1_i1	234	117.636	0	0
TRINITY_DN21444_c0_g1_i1	237	120.136	0	0
TRINITY_DN21444_c0_g2_i1	354	226.918	40.9694	4.74502
TRINITY_DN21436_c0_g1_i1	969	837.556	2	0.0627573
TRINITY_DN21436_c0_g1_i2	628	497.039	0	0
TRINITY_DN21469_c0_g1_i1	204	94.0882	0	0
TRINITY_DN21507_c0_g1_i1	262	141.627	0	0
TRINITY_DN21459_c0_g1_i1	262	141.627	0	0
TRINITY_DN21465_c0_g1_i1	213	100.961	0	0
TRINITY_DN21510_c1_g1_i1	234	117.636	2.00544	0.448041
TRINITY_DN21525_c0_g1_i1	257	137.038	0	0
TRINITY_DN21525_c0_g1_i2	324	198.054	0	0
TRINITY_DN21479_c0_g1_i1	258	137.965	2	0.380985
TRINITY_DN21535_c0_g1_i1	214	101.755	0	0
TRINITY_DN21462_c0_g1_i1	464	334.901	0	0
TRINITY_DN21462_c0_g1_i2	545	415.032	0	0
TRINITY_DN21530_c0_g1_i1	281	158.304	0	0
TRINITY_DN21488_c0_g1_i1	274	152.062	0	0
TRINITY_DN21518_c0_g2_i1	537	407.073	2	0.129124
TRINITY_DN21518_c0_g1_i1	545	415.032	3	0.189971
TRINITY_DN21447_c0_g1_i1	298	173.78	13.2765	2.00786
TRINITY_DN21496_c0_g1_i1	239	121.772	1	0.215825
TRINITY_DN21450_c0_g1_i1	225	110.234	0	0
TRINITY_DN21531_c0_g1_i1	283	160.025	1.07661	0.176815
TRINITY_DN21534_c0_g1_i1	416	287.76	0	0
TRINITY_DN21446_c0_g1_i2	1211	1079.56	0	0
TRINITY_DN21446_c0_g1_i4	1046	914.556	0	0
TRINITY_DN21517_c0_g2_i1	217	104.075	84.5558	21.3524
TRINITY_DN21517_c0_g1_i1	245	126.759	87.2604	18.092
TRINITY_DN21517_c2_g1_i1	246	127.691	1.00395	0.206633
TRINITY_DN21440_c0_g2_i1	213	100.961	0	0
TRINITY_DN21440_c0_g1_i1	315	189.486	0	0
TRINITY_DN21490_c0_g1_i1	260	139.79	3	0.564018
TRINITY_DN21494_c1_g1_i1	323	197.054	6.51384	0.868759
TRINITY_DN21494_c1_g1_i2	232	115.978	11.4104	2.58568
TRINITY_DN21494_c1_g1_i3	220	106.454	8.03964	1.98483
TRINITY_DN21494_c1_g1_i4	233	116.788	0	0
TRINITY_DN21494_c2_g1_i1	213	100.961	0	0
TRINITY_DN21500_c0_g2_i1	261	140.761	1	0.18671
TRINITY_DN21500_c0_g1_i1	225	110.234	0	0
TRINITY_DN21526_c0_g1_i1	328	201.892	2.37535	0.309212
TRINITY_DN21526_c0_g2_i1	298	173.78	0	0
TRINITY_DN21506_c0_g1_i1	337	210.538	0	0
TRINITY_DN21470_c0_g1_i1	394	266.064	192.378	19.0029
TRINITY_DN21470_c1_g1_i1	381	253.194	61.0811	6.34018
TRINITY_DN21470_c6_g1_i1	362	234.685	39.074	4.37574
TRINITY_DN21470_c5_g1_i1	261	140.761	11.0848	2.06965
TRINITY_DN21470_c7_g1_i1	218	104.865	11	2.75683
TRINITY_DN21470_c4_g1_i1	237	120.136	8.63871	1.88983
TRINITY_DN21458_c0_g1_i1	232	115.978	0	0
TRINITY_DN21458_c1_g1_i1	265	144.207	0	0
TRINITY_DN21472_c2_g1_i1	216	103.341	0	0
TRINITY_DN21472_c0_g1_i1	202	92.5723	1.0105	0.286883
TRINITY_DN21456_c2_g1_i1	280	157.386	3.01222	0.503002
TRINITY_DN21456_c0_g1_i1	284	160.909	5.31241	0.867682
TRINITY_DN21497_c1_g1_i1	228	112.65	0	0
TRINITY_DN21504_c1_g1_i1	225	110.234	21.592	5.14782
TRINITY_DN21475_c1_g1_i1	220	106.454	0	0
TRINITY_DN5656_c0_g1_i1	362	234.685	15.1042	1.69146
TRINITY_DN5656_c0_g1_i2	787	655.627	7.91679	0.317351
TRINITY_DN5656_c0_g1_i3	337	210.538	601.817	75.1246
TRINITY_DN5625_c0_g1_i1	449	320.096	8.55157	0.702123
TRINITY_DN5625_c0_g1_i2	446	317.096	0	0
TRINITY_DN5625_c0_g1_i3	285	161.759	0	0
