target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	249.705	4	0.488742
TRINITY_DN21515_c0_g2_i1	205	155.199	0	0
TRINITY_DN21515_c0_g1_i1	449	393.604	0	0
TRINITY_DN21442_c1_g1_i1	203	153.373	1	0.198929
TRINITY_DN21442_c0_g1_i1	283	229.498	3	0.398831
TRINITY_DN21452_c0_g1_i1	332	277.337	14	1.54017
TRINITY_DN21452_c0_g1_i10	429	373.642	1	0.0816566
TRINITY_DN21452_c0_g1_i11	414	358.678	0	0
TRINITY_DN21452_c0_g1_i2	401	345.713	2	0.176506
TRINITY_DN21452_c0_g1_i3	486	430.521	0	0
TRINITY_DN21452_c0_g1_i4	313	258.552	0	0
TRINITY_DN21452_c0_g1_i5	328	273.42	0	0
TRINITY_DN21452_c0_g1_i7	226	174.818	0	0
TRINITY_DN21452_c0_g1_i8	294	240.001	4	0.508502
TRINITY_DN21452_c0_g1_i9	218	167.097	7.05606	1.28837
TRINITY_DN21452_c0_g2_i1	230	178.531	0	0
TRINITY_DN21452_c1_g1_i1	217	166.165	3	0.550845
TRINITY_DN21478_c0_g1_i1	292	238.121	894.048	114.554
TRINITY_DN21478_c0_g1_i2	720	664.247	4	0.183729
TRINITY_DN21520_c0_g1_i1	217	166.165	2	0.36723
TRINITY_DN21482_c0_g1_i1	215	164.282	10.803	2.00632
TRINITY_DN21438_c0_g1_i1	357	301.905	2.01133	0.203263
TRINITY_DN21438_c1_g1_i1	232	180.403	0	0
TRINITY_DN21536_c1_g1_i1	201	151.545	1.04327	0.210041
TRINITY_DN21536_c0_g2_i1	351	295.995	12.4809	1.28649
TRINITY_DN21536_c0_g1_i1	234	182.256	13.0728	2.18844
TRINITY_DN21536_c0_g1_i3	498	442.521	25.5841	1.76394
TRINITY_DN21536_c0_g1_i4	231	179.458	7.8622	1.33668
TRINITY_DN21473_c0_g1_i1	313	258.552	0	0
TRINITY_DN21528_c0_g1_i1	216	165.198	3	0.554067
TRINITY_DN21528_c0_g1_i2	599	543.372	0	0
TRINITY_DN21463_c0_g1_i1	245	192.728	0	0
TRINITY_DN21483_c0_g1_i1	207	157.007	0	0
TRINITY_DN21483_c0_g1_i2	229	177.639	17	2.91983
TRINITY_DN21454_c1_g1_i1	284	230.452	0	0
TRINITY_DN21481_c3_g1_i1	285	231.405	17.6168	2.32274
TRINITY_DN21513_c1_g1_i1	625	569.372	2	0.107172
TRINITY_DN21513_c0_g1_i1	207	157.007	4	0.7773
TRINITY_DN21513_c0_g2_i1	244	191.747	0	0
TRINITY_DN21513_c0_g2_i10	354	298.935	2	0.204127
TRINITY_DN21513_c0_g2_i3	412	356.678	0	0
TRINITY_DN21513_c0_g2_i6	470	414.563	15	1.10394
TRINITY_DN21513_c0_g2_i8	244	191.747	3	0.477352
TRINITY_DN21505_c1_g1_i1	205	155.199	22.5534	4.43374
TRINITY_DN21509_c0_g1_i1	319	264.5	8	0.922806
TRINITY_DN21443_c0_g1_i1	220	169.045	0	0
TRINITY_DN21487_c0_g1_i1	219	168.063	0	0
TRINITY_DN21499_c0_g1_i1	211	160.697	9	1.70876
TRINITY_DN21437_c1_g1_i1	214	163.399	9	1.6805
TRINITY_DN21437_c2_g1_i1	234	182.256	1.40927	0.235917
TRINITY_DN21444_c0_g1_i1	237	185.051	0	0
TRINITY_DN21444_c0_g2_i1	354	298.935	13789.8	1407.43
TRINITY_DN21436_c0_g1_i1	969	913.169	2	0.0668229
TRINITY_DN21436_c0_g1_i2	628	572.372	0	0
TRINITY_DN21469_c0_g1_i1	204	154.294	1	0.197742
TRINITY_DN21507_c0_g1_i1	262	208.913	0	0
TRINITY_DN21459_c0_g1_i1	262	208.913	0	0
TRINITY_DN21465_c0_g1_i1	213	162.449	17.0259	3.19772
TRINITY_DN21510_c1_g1_i1	234	182.256	0	0
TRINITY_DN21525_c0_g1_i1	257	204.226	1	0.149395
TRINITY_DN21525_c0_g1_i2	324	269.447	0	0
TRINITY_DN21479_c0_g1_i1	258	205.184	4.21499	0.626757
TRINITY_DN21535_c0_g1_i1	214	163.399	0	0
TRINITY_DN21462_c0_g1_i1	464	408.563	0	0
TRINITY_DN21462_c0_g1_i2	545	489.425	0	0
TRINITY_DN21530_c0_g1_i1	281	227.521	0	0
TRINITY_DN21488_c0_g1_i1	274	220.566	6.09683	0.843357
TRINITY_DN21518_c0_g2_i1	537	481.425	1	0.063375
TRINITY_DN21518_c0_g1_i1	545	489.425	7	0.436374
TRINITY_DN21447_c0_g1_i1	298	243.928	8	1.00063
TRINITY_DN21496_c0_g1_i1	239	186.938	0	0
TRINITY_DN21450_c0_g1_i1	225	173.836	1.18033	0.207162
TRINITY_DN21531_c0_g1_i1	283	229.498	0	0
TRINITY_DN21534_c0_g1_i1	416	360.678	0	0
TRINITY_DN21446_c0_g1_i2	1211	1155.17	0	0
TRINITY_DN21446_c0_g1_i4	1046	990.169	2	0.0616265
TRINITY_DN21517_c0_g2_i1	217	166.165	7	1.28531
TRINITY_DN21517_c0_g1_i1	245	192.728	5.04806	0.799147
TRINITY_DN21517_c2_g1_i1	246	193.65	0	0
TRINITY_DN21440_c0_g2_i1	213	162.449	2.17645	0.408768
TRINITY_DN21440_c0_g1_i1	315	260.5	0	0
TRINITY_DN21490_c0_g1_i1	260	207.018	28	4.12664
TRINITY_DN21494_c1_g1_i1	323	268.447	34.9501	3.97225
TRINITY_DN21494_c1_g1_i2	232	180.403	28.2898	4.78446
TRINITY_DN21494_c1_g1_i3	220	169.045	11.3874	2.05526
TRINITY_DN21494_c1_g1_i4	233	181.33	7.57462	1.2745
TRINITY_DN21494_c2_g1_i1	213	162.449	0	0
TRINITY_DN21500_c0_g2_i1	261	207.955	15	2.20074
TRINITY_DN21500_c0_g1_i1	225	173.836	3	0.526536
TRINITY_DN21526_c0_g1_i1	328	273.42	11.3117	1.26225
TRINITY_DN21526_c0_g2_i1	298	243.928	0	0
TRINITY_DN21506_c0_g1_i1	337	282.225	4	0.432426
TRINITY_DN21470_c0_g1_i1	394	338.713	31.0521	2.79709
TRINITY_DN21470_c1_g1_i1	381	325.779	13.7455	1.28732
TRINITY_DN21470_c6_g1_i1	362	306.875	1.00152	0.0995743
TRINITY_DN21470_c5_g1_i1	261	207.955	6.00189	0.880572
TRINITY_DN21470_c7_g1_i1	218	167.097	1	0.182591
TRINITY_DN21470_c4_g1_i1	237	185.051	0	0
TRINITY_DN21458_c0_g1_i1	232	180.403	0	0
TRINITY_DN21458_c1_g1_i1	265	211.849	0	0
TRINITY_DN21472_c2_g1_i1	216	165.198	0	0
TRINITY_DN21472_c0_g1_i1	202	152.436	0	0
TRINITY_DN21456_c2_g1_i1	280	226.521	0	0
TRINITY_DN21456_c0_g1_i1	284	230.452	1.02363	0.135522
TRINITY_DN21497_c1_g1_i1	228	176.693	0	0
TRINITY_DN21504_c1_g1_i1	225	173.836	27.4618	4.81988
TRINITY_DN21475_c1_g1_i1	220	169.045	0	0
TRINITY_DN5656_c0_g1_i1	362	306.875	0	0
TRINITY_DN5656_c0_g1_i2	787	731.247	0	0
TRINITY_DN5656_c0_g1_i3	337	282.225	9306.62	1006.11
TRINITY_DN5625_c0_g1_i1	449	393.604	0	0
TRINITY_DN5625_c0_g1_i2	446	390.604	0	0
TRINITY_DN5625_c0_g1_i3	285	231.405	0	0
