target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	174.359	2	0.352023
TRINITY_DN21515_c0_g2_i1	205	91.7942	0	0
TRINITY_DN21515_c0_g1_i1	449	314.695	0	0
TRINITY_DN21442_c1_g1_i1	203	90.4595	0	0
TRINITY_DN21442_c0_g1_i1	283	155.255	0	0
TRINITY_DN21452_c0_g1_i1	332	200.733	0	0
TRINITY_DN21452_c0_g1_i10	429	294.911	0	0
TRINITY_DN21452_c0_g1_i11	414	280.171	0	0
TRINITY_DN21452_c0_g1_i2	401	267.365	0	0
TRINITY_DN21452_c0_g1_i3	486	351.364	0	0
TRINITY_DN21452_c0_g1_i4	313	182.669	0	0
TRINITY_DN21452_c0_g1_i5	328	196.935	0	0
TRINITY_DN21452_c0_g1_i7	226	107.038	0	0
TRINITY_DN21452_c0_g1_i8	294	165.249	0	0
TRINITY_DN21452_c0_g1_i9	218	101.261	3	0.909213
TRINITY_DN21452_c0_g2_i1	230	110.212	0	0
TRINITY_DN21452_c1_g1_i1	217	100.49	0	0
TRINITY_DN21478_c0_g1_i1	292	163.401	10.9162	2.05023
TRINITY_DN21478_c0_g1_i2	720	584.274	1	0.0525255
TRINITY_DN21520_c0_g1_i1	217	100.49	0	0
TRINITY_DN21482_c0_g1_i1	215	99.0453	0	0
TRINITY_DN21438_c0_g1_i1	357	224.744	3.03198	0.414023
TRINITY_DN21438_c1_g1_i1	232	111.786	0	0
TRINITY_DN21536_c1_g1_i1	201	88.9696	2	0.689882
TRINITY_DN21536_c0_g2_i1	351	218.946	2	0.280337
TRINITY_DN21536_c0_g1_i1	234	113.502	0	0
TRINITY_DN21536_c0_g1_i3	498	363.151	26	2.19721
TRINITY_DN21536_c0_g1_i4	231	111.018	0	0
TRINITY_DN21473_c0_g1_i1	313	182.669	0	0
TRINITY_DN21528_c0_g1_i1	216	99.751	0	0
TRINITY_DN21528_c0_g1_i2	599	463.596	0	0
TRINITY_DN21463_c0_g1_i1	245	122.316	0	0
TRINITY_DN21483_c0_g1_i1	207	93.3067	0	0
TRINITY_DN21483_c0_g1_i2	229	109.382	1	0.280571
TRINITY_DN21454_c1_g1_i1	284	156.126	0	0
TRINITY_DN21481_c3_g1_i1	285	157.013	0	0
