target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	211.853	0	0
TRINITY_DN21515_c0_g2_i1	205	116.121	0	0
TRINITY_DN21515_c0_g1_i1	449	356.592	0	0
TRINITY_DN21442_c1_g1_i1	203	114.298	0	0
TRINITY_DN21442_c0_g1_i1	283	190.992	0	0
TRINITY_DN21452_c0_g1_i1	332	239.674	0	0
TRINITY_DN21452_c0_g1_i10	429	336.592	0	0
TRINITY_DN21452_c0_g1_i11	414	321.592	0	0
TRINITY_DN21452_c0_g1_i2	401	308.592	0	0
TRINITY_DN21452_c0_g1_i3	486	393.592	0	0
TRINITY_DN21452_c0_g1_i4	313	220.789	0	0
TRINITY_DN21452_c0_g1_i5	328	235.698	0	0
TRINITY_DN21452_c0_g1_i7	226	135.543	0	0
TRINITY_DN21452_c0_g1_i8	294	201.895	0	0
TRINITY_DN21452_c0_g1_i9	218	128.023	0	0
TRINITY_DN21452_c0_g2_i1	230	139.391	2	0.529113
TRINITY_DN21452_c1_g1_i1	217	127.049	0	0
TRINITY_DN21478_c0_g1_i1	292	199.895	1.17639	0.217021
TRINITY_DN21478_c0_g1_i2	720	627.552	3	0.176288
TRINITY_DN21520_c0_g1_i1	217	127.049	0	0
TRINITY_DN21482_c0_g1_i1	215	125.189	0	0
TRINITY_DN21438_c0_g1_i1	357	264.649	0	0
TRINITY_DN21438_c1_g1_i1	232	141.348	1.00764	0.262887
TRINITY_DN21536_c1_g1_i1	201	112.484	10.6086	3.47793
TRINITY_DN21536_c0_g2_i1	351	258.649	0	0
TRINITY_DN21536_c0_g1_i1	234	143.334	0	0
TRINITY_DN21536_c0_g1_i3	498	405.552	52	4.72834
TRINITY_DN21536_c0_g1_i4	231	140.391	0	0
TRINITY_DN21473_c0_g1_i1	313	220.789	0	0
TRINITY_DN21528_c0_g1_i1	216	126.138	0	0
TRINITY_DN21528_c0_g1_i2	599	506.552	0	0
TRINITY_DN21463_c0_g1_i1	245	153.872	0	0
TRINITY_DN21483_c0_g1_i1	207	117.919	0	0
TRINITY_DN21483_c0_g1_i2	229	138.405	0	0
TRINITY_DN21454_c1_g1_i1	284	191.992	14.0481	2.69828
TRINITY_DN21481_c3_g1_i1	285	192.992	1.0036	0.191768
TRINITY_DN21513_c1_g1_i1	625	532.552	0	0
TRINITY_DN21513_c0_g1_i1	207	117.919	0	0
TRINITY_DN21513_c0_g2_i1	244	152.872	0	0
TRINITY_DN21513_c0_g2_i10	354	261.649	0	0
TRINITY_DN21513_c0_g2_i3	412	319.592	0	0
TRINITY_DN21513_c0_g2_i6	470	377.592	0	0
TRINITY_DN21513_c0_g2_i8	244	152.872	0	0
TRINITY_DN21505_c1_g1_i1	205	116.121	4732.82	1503
TRINITY_DN21509_c0_g1_i1	319	226.744	0	0
TRINITY_DN21443_c0_g1_i1	220	129.971	0	0
TRINITY_DN21487_c0_g1_i1	219	128.997	0	0
TRINITY_DN21499_c0_g1_i1	211	121.578	3	0.909955
TRINITY_DN21437_c1_g1_i1	214	124.328	0	0
TRINITY_DN21437_c2_g1_i1	234	143.334	0	0
TRINITY_DN21444_c0_g1_i1	237	146.174	0	0
TRINITY_DN21444_c0_g2_i1	354	261.649	2.307	0.325148
TRINITY_DN21436_c0_g1_i1	969	876.552	0	0
TRINITY_DN21436_c0_g1_i2	628	535.552	0	0
TRINITY_DN21469_c0_g1_i1	204	115.228	0	0
TRINITY_DN21507_c0_g1_i1	262	170.448	0	0
TRINITY_DN21459_c0_g1_i1	262	170.448	0	0
TRINITY_DN21465_c0_g1_i1	213	123.416	0	0
TRINITY_DN21510_c1_g1_i1	234	143.334	0	0
TRINITY_DN21525_c0_g1_i1	257	165.566	0	0
TRINITY_DN21525_c0_g1_i2	324	231.721	0	0
TRINITY_DN21479_c0_g1_i1	258	166.516	5.31051	1.17607
TRINITY_DN21535_c0_g1_i1	214	124.328	1	0.296608
TRINITY_DN21462_c0_g1_i1	464	371.592	3	0.297719
TRINITY_DN21462_c0_g1_i2	545	452.552	0	0
TRINITY_DN21530_c0_g1_i1	281	189.03	0	0
TRINITY_DN21488_c0_g1_i1	274	182.291	1.11798	0.226164
TRINITY_DN21518_c0_g2_i1	537	444.552	0	0
TRINITY_DN21518_c0_g1_i1	545	452.552	3	0.244458
TRINITY_DN21447_c0_g1_i1	298	205.874	0	0
TRINITY_DN21496_c0_g1_i1	239	148.129	0	0
TRINITY_DN21450_c0_g1_i1	225	134.57	0	0
TRINITY_DN21531_c0_g1_i1	283	190.992	0	0
TRINITY_DN21534_c0_g1_i1	416	323.592	0	0
TRINITY_DN21446_c0_g1_i2	1211	1118.55	0	0
TRINITY_DN21446_c0_g1_i4	1046	953.552	0	0
TRINITY_DN21517_c0_g2_i1	217	127.049	85.0712	24.6925
TRINITY_DN21517_c0_g1_i1	245	153.872	68.0489	16.3085
TRINITY_DN21517_c2_g1_i1	246	154.857	0	0
TRINITY_DN21440_c0_g2_i1	213	123.416	0	0
TRINITY_DN21440_c0_g1_i1	315	222.789	0	0
TRINITY_DN21490_c0_g1_i1	260	168.516	0	0
TRINITY_DN21494_c1_g1_i1	323	230.744	14.4545	2.31006
